proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
G:/GCModeller/src/workbench/R#/visualkit/visualkit.vbproj,zzz.vb,11,0,4,7,1,0,1,0,0,179,179 B
G:/GCModeller/src/workbench/R#/visualkit/visualkit.vbproj,<project>,1313,207,131,975,5,0,4,27,0,61003,61.00 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,ApplicationEvents.vb,36,6,7,23,1,0,2,0,0,1783,1.78 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,RibbonItems.Designer.vb,836,10,6,820,3,100,1,0,0,35214,35.21 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Application/Globals.vb,103,5,17,81,1,0,4,0,0,4361,4.36 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Application/Workbench.vb,56,0,10,46,1,1,4,0,0,2531,2.53 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/FormWebView2Page.Designer.vb,102,26,6,70,1,0,2,0,0,4966,4.97 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/FormWebView2Page.vb,109,8,25,76,1,2,11,0,0,4420,4.42 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/Models.vb,19,0,5,14,2,2,1,0,0,476,476 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApp.vb,243,34,38,171,1,3,4,8,0,8135,8.13 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Explorer/FormDatabaseExplorer.Designer.vb,30,5,3,22,1,0,2,0,0,1149,1.15 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Explorer/FormDatabaseExplorer.vb,3,0,1,2,1,0,0,0,0,46,46 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/FormMainHost.Designer.vb,119,26,7,86,1,0,2,0,0,5464,5.46 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/FormMainHost.vb,89,3,21,65,1,0,7,1,0,2988,2.99 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/FormSplashScreen.Designer.vb,144,29,5,110,1,0,2,0,0,6531,6.53 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/FormSplashScreen.vb,29,0,7,22,1,1,4,0,0,796,796 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,My Project/Resources.Designer.vb,123,41,14,68,1,8,0,0,0,5338,5.34 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/AppIndex.vb,38,0,9,29,1,0,8,0,0,861,861 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/AppTasks.vb,64,0,12,52,1,0,2,2,0,2301,2.30 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataRepository.vb,22,0,5,17,1,0,4,0,0,558,558 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/MainIndex.vb,45,2,8,35,1,0,7,0,0,1315,1.31 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Settings.vb,42,0,9,33,1,0,2,1,0,1607,1.61 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Base/DockWindow.Designer.vb,104,29,6,69,1,0,2,0,0,5215,5.21 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Base/DockWindow.vb,52,4,10,38,1,0,7,0,0,2118,2.12 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Base/DocumentWindow.Designer.vb,32,5,4,23,1,0,2,0,0,1178,1.18 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Base/DocumentWindow.vb,3,0,1,2,1,0,0,0,0,40,40 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Base/ExplorerWindow.Designer.vb,30,5,3,22,1,0,2,0,0,1139,1.14 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Base/ExplorerWindow.vb,6,0,1,5,1,0,1,0,0,206,206 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Tools/LoggingOutputWindow.Designer.vb,116,32,4,80,1,0,2,0,0,5365,5.37 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,Forms/Tools/LoggingOutputWindow.vb,31,4,6,21,1,0,5,0,0,1016,1016 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataAnalysis/DataEmbedding.vb,12,0,4,8,1,0,1,0,0,255,255 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataAnalysis/EditSampleInfo.vb,10,0,2,8,1,0,1,0,0,272,272 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataAnalysis/RunBlast.vb,29,11,4,14,1,0,1,0,0,892,892 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataAnalysis/RunDAM.vb,13,3,2,8,1,0,1,0,0,299,299 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataAnalysis/RunEnrichment.vb,10,0,2,8,1,0,1,0,0,248,248 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/DataAnalysis/RunPLAS.vb,10,0,2,8,1,0,1,0,0,236,236 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Modeller/CreateBioProject.vb,6,0,1,5,1,0,1,0,0,159,159 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Modeller/ModellerProject.vb,69,9,12,48,1,1,5,1,0,2273,2.27 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Omics/CreateOmicsProject.vb,14,0,3,11,1,0,2,0,0,364,364 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Omics/OmicsProject.vb,13,0,3,10,1,0,1,0,0,329,329 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/OmicsAnalysis/CMeansAnalysis.vb,10,0,2,8,1,0,1,0,0,245,245 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/OmicsAnalysis/ZscoreAnalysis.vb,10,0,2,8,1,0,1,0,0,246,246 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Repository/EnrichmentDatabase.vb,34,0,6,28,1,0,1,2,0,1191,1.19 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Repository/EnzymeRepository.vb,26,0,6,20,1,0,1,2,0,804,804 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Repository/ImportsNCBITaxonomy.vb,10,0,2,8,1,0,1,0,0,260,260 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Repository/ImportsUniProt.vb,6,0,1,5,1,0,1,0,0,149,149 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Viewers/BlastpViewer.vb,26,0,6,20,1,0,1,2,0,851,851 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Viewers/MetabolicViewer.vb,60,18,8,34,1,0,1,3,0,2014,2.01 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Viewers/MotifLogo.vb,10,0,2,8,1,0,1,0,0,253,253 B
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,DocumentPages/WebApps/Viewers/VCellDynamicsViewer.vb,47,13,9,25,1,0,4,0,0,1532,1.53 KB
G:/GCModeller/src/workbench/win32_desktop/src/GCModeller/GCModeller.vbproj,<project>,3051,328,329,2394,51,118,118,22,0,119989,119.99 KB
G:/GCModeller/src/workbench/win32_desktop/src/OmicsProject/OmicsProject.vbproj,OmicsType.vb,4,0,1,3,1,0,0,0,0,54,54 B
G:/GCModeller/src/workbench/win32_desktop/src/OmicsProject/OmicsProject.vbproj,Project.vb,11,0,3,8,1,4,0,0,0,315,315 B
G:/GCModeller/src/workbench/win32_desktop/src/OmicsProject/OmicsProject.vbproj,<project>,15,0,4,11,2,4,0,0,0,369,369 B
G:/GCModeller/src/workbench/win32_desktop/src/RawViewer/RawViewer.vbproj,PackViewer.vb,80,10,16,54,1,0,4,5,0,2722,2.72 KB
G:/GCModeller/src/workbench/win32_desktop/src/RawViewer/RawViewer.vbproj,<project>,80,10,16,54,1,0,4,5,0,2722,2.72 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/RscriptHost/RscriptHost.vbproj,AppContainer.vb,16,4,3,9,1,2,2,0,0,449,449 B
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/RscriptHost/RscriptHost.vbproj,Rscript.vb,278,102,25,151,1,0,1,1,0,12327,12.33 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/RscriptHost/RscriptHost.vbproj,<project>,294,106,28,160,2,2,3,1,0,12776,12.78 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,Inspector.vb,95,15,10,70,1,0,0,6,0,3586,3.59 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,Modeller.vb,178,5,24,149,1,0,1,7,0,7328,7.33 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,RStudio.vb,22,0,4,18,1,0,0,3,0,672,672 B
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,zzz.vb,10,0,3,7,1,0,1,0,0,189,189 B
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,Workbench/TaskManager.vb,101,16,18,67,1,0,6,1,0,3554,3.55 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,Workbench/WebTask.vb,40,19,4,17,1,9,0,0,0,1209,1.21 KB
G:/GCModeller/src/workbench/win32_desktop/src/Rstudio/Rstudio/src/GCModellerDesktop.vbproj,<project>,446,55,63,328,6,9,8,17,0,16538,16.54 KB
../src/workbench/,<root>,72502,12620,9460,50422,596,1022,486,2262,0,3030502,3.03 MB
