koid	org	name	op	definition	source
KO13095	196627	TU01629	CGTRNA_RS00510		24341750
KO13096	196627	TU01630	CGTRNA_RS00615		24341750
KO13097	196627	TU01631	CGTRNA_RS00720		24341750
KO13098	196627	TU01632	CGTRNA_RS00750		24341750
KO13099	196627	TU01633	CGTRNA_RS00795		24341750
KO13100	196627	TU01634	CGTRNA_RS00810		24341750
KO13101	196627	TU01635	CGTRNA_RS00870		24341750
KO13102	196627	TU01636	CGTRNA_RS00980		24341750
KO13103	196627	TU01637	CGTRNA_RS00990		24341750
KO13104	196627	TU01638	CGTRNA_RS01035		24341750
KO13105	196627	TU01639	CGTRNA_RS01060		24341750
KO13106	196627	TU01640	CGTRNA_RS01235		24341750
KO13107	196627	TU01641	CGTRNA_RS01295		24341750
KO13108	196627	TU01642	CGTRNA_RS01535		24341750
KO13109	196627	TU01643	CGTRNA_RS01560		24341750
KO13110	196627	TU01644	CGTRNA_RS01700		24341750
KO13111	196627	TU01645	CGTRNA_RS01735		24341750
KO13112	196627	TU01646	CGTRNA_RS01865		24341750
KO13114	196627	TU01648	CGTRNA_RS01995		24341750
KO13115	196627	TU01649	CGTRNA_RS02085		24341750
KO13116	196627	TU01650	CGTRNA_RS02095		24341750
KO13117	196627	TU01651	CGTRNA_RS02275		24341750
KO13118	196627	TU01652	CGTRNA_RS02355		24341750
KO13119	196627	TU01653	CGTRNA_RS02395		24341750
KO13120	196627	TU01654	CGTRNA_RS02485		24341750
KO13121	196627	TU01655	CGTRNA_RS02540		24341750
KO13122	196627	TU01656	CGTRNA_RS02810		24341750
KO13123	196627	TU01657	CGTRNA_RS02850		24341750
KO13125	196627	TU01659	CGTRNA_RS02890		24341750
KO13126	196627	TU01660	CGTRNA_RS03035		24341750
KO13127	196627	TU01661	CGTRNA_RS03070		24341750
KO13128	196627	TU01662	CGTRNA_RS03095		24341750
KO13129	196627	TU01663	CGTRNA_RS03225		24341750
KO13130	196627	TU01664	CGTRNA_RS03245		24341750
KO13131	196627	TU01665	CGTRNA_RS03270		24341750
KO13132	196627	TU01666	CGTRNA_RS03325		24341750
KO13133	196627	TU01667	CGTRNA_RS03370		24341750
KO13134	196627	TU01668	CGTRNA_RS03400		24341750
KO13135	196627	TU01669	CGTRNA_RS03430		24341750
KO13136	196627	TU01670	CGTRNA_RS03445		24341750
KO13137	196627	TU01671	CGTRNA_RS03505		24341750
KO13138	196627	TU01672	CGTRNA_RS03585		24341750
KO13139	196627	TU01673	CGTRNA_RS03640		24341750
KO13140	196627	TU01674	CGTRNA_RS03705		24341750
KO13141	196627	TU01675	CGTRNA_RS03785		24341750
KO13142	196627	TU01676	CGTRNA_RS03800		24341750
KO13143	196627	TU01677	CGTRNA_RS03830		24341750
KO13144	196627	TU01678	CGTRNA_RS04005		24341750
KO13145	196627	TU01679	CGTRNA_RS04135		24341750
KO13146	196627	TU01680	CGTRNA_RS04180		24341750
KO13147	196627	TU01681	CGTRNA_RS04245		24341750
KO13148	196627	TU01682	CGTRNA_RS04270		24341750
KO13149	196627	TU01683	CGTRNA_RS04320		24341750
KO13150	196627	TU01684	CGTRNA_RS04340		24341750
KO13151	196627	TU01685	CGTRNA_RS04350		24341750
KO13152	196627	TU01686	CGTRNA_RS04420		24341750
KO13153	196627	TU01687	CGTRNA_RS04470		24341750
KO13154	196627	TU01688	CGTRNA_RS04495		24341750
KO13155	196627	TU01689	CGTRNA_RS04605		24341750
KO13156	196627	TU01690	CGTRNA_RS04635		24341750
KO13157	196627	TU01691	CGTRNA_RS04650		24341750
KO13159	196627	TU01693	CGTRNA_RS04810		24341750
KO13160	196627	TU01694	CGTRNA_RS04865		24341750
KO13161	196627	TU01695	CGTRNA_RS04935		24341750
KO13162	196627	TU01696	CGTRNA_RS05010		24341750
KO13163	196627	TU01697	CGTRNA_RS05040		24341750
KO13164	196627	TU01698	CGTRNA_RS05125		24341750
KO13165	196627	TU01699	CGTRNA_RS05280		24341750
KO13167	196627	TU01701	CGTRNA_RS05360		24341750
KO13168	196627	TU01702	CGTRNA_RS05420		24341750
KO13169	196627	TU01703	CGTRNA_RS05425		24341750
KO13170	196627	TU01704	CGTRNA_RS05440		24341750
KO13171	196627	TU01705	CGTRNA_RS05525		24341750
KO13172	196627	TU01706	CGTRNA_RS05535		24341750
KO13173	196627	TU01707	CGTRNA_RS05580		24341750
KO13174	196627	TU01708	CGTRNA_RS05585		24341750
KO13175	196627	TU01709	CGTRNA_RS05620		24341750
KO13176	196627	TU01710	CGTRNA_RS05640		24341750
KO13177	196627	TU01711	CGTRNA_RS05645		24341750
KO13178	196627	TU01712	CGTRNA_RS05680		24341750
KO13179	196627	TU01713	CGTRNA_RS05725		24341750
KO13180	196627	TU01714	CGTRNA_RS05875		24341750
KO13181	196627	TU01715	CGTRNA_RS06025		24341750
KO13182	196627	TU01716	CGTRNA_RS06070		24341750
KO13183	196627	TU01717	CGTRNA_RS06100		24341750
KO13184	196627	TU01718	CGTRNA_RS06160		24341750
KO13185	196627	TU01719	CGTRNA_RS06185		24341750
KO13186	196627	TU01720	CGTRNA_RS06290		24341750
KO13187	196627	TU01721	CGTRNA_RS06335		24341750
KO13188	196627	TU01722	CGTRNA_RS06360		24341750
KO13189	196627	TU01723	CGTRNA_RS06425		24341750
KO13190	196627	TU01724	CGTRNA_RS06450		24341750
KO13192	196627	TU01726	CGTRNA_RS06600		24341750
KO13193	196627	TU01727	CGTRNA_RS06685		24341750
KO13194	196627	TU01728	CGTRNA_RS06695		24341750
KO13195	196627	TU01729	CGTRNA_RS06805		24341750
KO13196	196627	TU01730	CGTRNA_RS06860		24341750
KO13197	196627	TU01731	CGTRNA_RS06975		24341750
KO13198	196627	TU01732	CGTRNA_RS07135		24341750
KO13199	196627	TU01733	CGTRNA_RS07245		24341750
KO13200	196627	TU01734	CGTRNA_RS07310		24341750
KO13201	196627	TU01735	CGTRNA_RS07380		24341750
KO13202	196627	TU01736	CGTRNA_RS07420		24341750
KO13203	196627	TU01737	CGTRNA_RS07465		24341750
KO13204	196627	TU01738	CGTRNA_RS07525		24341750
KO13205	196627	TU01739	CGTRNA_RS07535		24341750
KO13206	196627	TU01740	CGTRNA_RS07585		24341750
KO13207	196627	TU01741	CGTRNA_RS07630		24341750
KO13208	196627	TU01742	CGTRNA_RS07685		24341750
KO13209	196627	TU01743	CGTRNA_RS07710		24341750
KO13210	196627	TU01744	CGTRNA_RS07735		24341750
KO13211	196627	TU01745	CGTRNA_RS07740		24341750
KO13212	196627	TU01746	CGTRNA_RS07865		24341750
KO13213	196627	TU01747	CGTRNA_RS07935		24341750
KO13214	196627	TU01748	CGTRNA_RS08040		24341750
KO13215	196627	TU01749	CGTRNA_RS08175		24341750
KO13216	196627	TU01750	CGTRNA_RS08200		24341750
KO13217	196627	TU01751	CGTRNA_RS08220		24341750
KO13218	196627	TU01752	CGTRNA_RS08250		24341750
KO13219	196627	TU01753	CGTRNA_RS08270		24341750
KO13220	196627	TU01754	CGTRNA_RS08275		24341750
KO13221	196627	TU01755	CGTRNA_RS08290		24341750
KO13222	196627	TU01756	CGTRNA_RS08300		24341750
KO13223	196627	TU01757	CGTRNA_RS08600		24341750
KO13224	196627	TU01758	CGTRNA_RS08650		24341750
KO13225	196627	TU01759	CGTRNA_RS08670		24341750
KO13226	196627	TU01760	CGTRNA_RS08860		24341750
KO13227	196627	TU01761	CGTRNA_RS08925		24341750
KO13228	196627	TU01762	CGTRNA_RS09025		24341750
KO13229	196627	TU01763	CGTRNA_RS09225		24341750
KO13230	196627	TU01764	CGTRNA_RS09285		24341750
KO13231	196627	TU01765	CGTRNA_RS09300		24341750
KO13232	196627	TU01766	CGTRNA_RS09305		24341750
KO13233	196627	TU01767	CGTRNA_RS09335		24341750
KO13234	196627	TU01768	CGTRNA_RS09350		24341750
KO13235	196627	TU01769	CGTRNA_RS09390		24341750
KO13236	196627	TU01770	CGTRNA_RS09420		24341750
KO13237	196627	TU01771	CGTRNA_RS09435		24341750
KO13238	196627	TU01772	CGTRNA_RS09485		24341750
KO13239	196627	TU01773	CGTRNA_RS09510		24341750
KO13240	196627	TU01774	CGTRNA_RS09535		24341750
KO13241	196627	TU01775	CGTRNA_RS09565		24341750
KO13242	196627	TU01776	CGTRNA_RS09600		24341750
KO13243	196627	TU01777	CGTRNA_RS09635		24341750
KO13244	196627	TU01778	CGTRNA_RS09675		24341750
KO13245	196627	TU01779	CGTRNA_RS09720		24341750
KO13246	196627	TU01780	CGTRNA_RS09825		24341750
KO13247	196627	TU01781	CGTRNA_RS09830		24341750
KO13248	196627	TU01782	CGTRNA_RS09860		24341750
KO13249	196627	TU01783	CGTRNA_RS09950		24341750
KO13250	196627	TU01784	CGTRNA_RS10020		24341750
KO13251	196627	TU01785	CGTRNA_RS10095		24341750
KO13252	196627	TU01786	CGTRNA_RS10185		24341750
KO13253	196627	TU01787	CGTRNA_RS10215		24341750
KO13254	196627	TU01788	CGTRNA_RS10305		24341750
KO13255	196627	TU01789	CGTRNA_RS10360		24341750
KO13256	196627	TU01790	CGTRNA_RS10410		24341750
KO13257	196627	TU01791	CGTRNA_RS10435		24341750
KO13259	196627	TU01793	CGTRNA_RS10535		24341750
KO13260	196627	TU01794	CGTRNA_RS10655		24341750
KO13261	196627	TU01795	CGTRNA_RS10665		24341750
KO13262	196627	TU01796	CGTRNA_RS10685		24341750
KO13263	196627	TU01797	CGTRNA_RS10820		24341750
KO13264	196627	TU01798	CGTRNA_RS10865		24341750
KO13265	196627	TU01799	CGTRNA_RS10890		24341750
KO13266	196627	TU01800	CGTRNA_RS10895		24341750
KO13267	196627	TU01801	CGTRNA_RS10970		24341750
KO13268	196627	TU01802	CGTRNA_RS11055		24341750
KO13269	196627	TU01803	CGTRNA_RS11125		24341750
KO13270	196627	TU01804	CGTRNA_RS11155		24341750
KO13271	196627	TU01805	CGTRNA_RS11195		24341750
KO13272	196627	TU01806	CGTRNA_RS11260		24341750
KO13273	196627	TU01807	CGTRNA_RS11345		24341750
KO13274	196627	TU01808	CGTRNA_RS11500		24341750
KO13276	196627	TU01810	CGTRNA_RS11615		24341750
KO13277	196627	TU01811	CGTRNA_RS11635		24341750
KO13278	196627	TU01812	CGTRNA_RS11655		24341750
KO13279	196627	TU01813	CGTRNA_RS11680		24341750
KO13280	196627	TU01814	CGTRNA_RS11835		24341750
KO13281	196627	TU01815	CGTRNA_RS11845		24341750
KO13282	196627	TU01816	CGTRNA_RS11935		24341750
KO13283	196627	TU01817	CGTRNA_RS12015		24341750
KO13284	196627	TU01818	CGTRNA_RS12090		24341750
KO13285	196627	TU01819	CGTRNA_RS12260		24341750
KO13286	196627	TU01820	CGTRNA_RS12285		24341750
KO13287	196627	TU01821	CGTRNA_RS12315		24341750
KO13288	196627	TU01822	CGTRNA_RS12360		24341750
KO13289	196627	TU01823	CGTRNA_RS12375		24341750
KO13290	196627	TU01824	CGTRNA_RS12410		24341750
KO13291	196627	TU01825	CGTRNA_RS12515		24341750
KO13292	196627	TU01826	CGTRNA_RS12700		24341750
KO13293	196627	TU01827	CGTRNA_RS12725		24341750
KO13294	196627	TU01828	CGTRNA_RS12790		24341750
KO13295	196627	TU01829	CGTRNA_RS12810		24341750
KO13296	196627	TU01830	CGTRNA_RS12865		24341750
KO13297	196627	TU01831	CGTRNA_RS12970		24341750
KO13298	196627	TU01832	CGTRNA_RS13010		24341750
KO13299	196627	TU01833	CGTRNA_RS13070		24341750
KO13300	196627	TU01834	CGTRNA_RS13160		24341750
KO13301	196627	TU01835	CGTRNA_RS13200		24341750
KO13302	196627	TU01836	CGTRNA_RS13205		24341750
KO13303	196627	TU01837	CGTRNA_RS13235		24341750
KO13304	196627	TU01838	CGTRNA_RS13275		24341750
KO13305	196627	TU01839	CGTRNA_RS13290		24341750
KO13306	196627	TU01840	CGTRNA_RS13410		24341750
KO13307	196627	TU01841	CGTRNA_RS13420		24341750
KO13308	196627	TU01842	CGTRNA_RS13430		24341750
KO13309	196627	TU01843	CGTRNA_RS13600		24341750
KO13310	196627	TU01844	CGTRNA_RS13620		24341750
KO13311	196627	TU01845	CGTRNA_RS13645		24341750
KO13312	196627	TU01846	CGTRNA_RS13685		24341750
KO13313	196627	TU01847	CGTRNA_RS13695		24341750
KO13315	196627	TU01849	CGTRNA_RS13850		24341750
KO13316	196627	TU01850	CGTRNA_RS13935		24341750
KO13317	196627	TU01851	CGTRNA_RS14005		24341750
KO13318	196627	TU01852	CGTRNA_RS14075		24341750
KO13319	196627	TU01853	CGTRNA_RS14100		24341750
KO13320	196627	TU01854	CGTRNA_RS14140		24341750
KO13321	196627	TU01855	CGTRNA_RS14190		24341750
KO13322	196627	TU01856	CGTRNA_RS14195		24341750
KO13323	196627	TU01857	CGTRNA_RS14205		24341750
KO13324	196627	TU01858	CGTRNA_RS14230		24341750
KO13325	196627	TU01859	CGTRNA_RS14285		24341750
KO13326	196627	TU01860	CGTRNA_RS14370		24341750
KO13327	196627	TU01861	CGTRNA_RS14385		24341750
KO13328	196627	TU01862	CGTRNA_RS14425		24341750
KO13329	196627	TU01863	CGTRNA_RS14520		24341750
KO13330	196627	TU01864	CGTRNA_RS14560		24341750
KO13331	196627	TU01865	CGTRNA_RS14660		24341750
KO13332	196627	TU01866	CGTRNA_RS14835		24341750
KO13333	196627	TU01867	CGTRNA_RS14840		24341750
KO13334	196627	TU01868	CGTRNA_RS14870		24341750
KO13336	196627	TU01870	CGTRNA_RS15110		24341750
KO13337	196627	TU01871	CGTRNA_RS15135		24341750
KO13338	196627	TU01872	CGTRNA_RS15210		24341750
KO13339	196627	TU01873	CGTRNA_RS15250		24341750
KO13340	196627	TU01874	CGTRNA_RS15270		24341750
KO13341	196627	TU01875	CGTRNA_RS15325		24341750
KO13342	196627	TU01876	CGTRNA_RS15350		24341750
KO13345	196627	TU01879	CGTRNA_RS00220,CGTRNA_RS00225		24341750
KO13346	196627	TU01880	CGTRNA_RS00510,CGTRNA_RS00515		24341750
KO13347	196627	TU01881	CGTRNA_RS00565,CGTRNA_RS00570		24341750
KO13348	196627	TU01882	CGTRNA_RS00620,CGTRNA_RS00625		24341750
KO13349	196627	TU01883	CGTRNA_RS00990,CGTRNA_RS00995		24341750
KO13350	196627	TU01884	CGTRNA_RS01025,CGTRNA_RS01030		24341750
KO13352	196627	TU01886	CGTRNA_RS01230,CGTRNA_RS01235		24341750
KO13353	196627	TU01887	CGTRNA_RS01290,CGTRNA_RS01295		24341750
KO13354	196627	TU01888	CGTRNA_RS01305,CGTRNA_RS01310		24341750
KO13355	196627	TU01889	CGTRNA_RS01340,CGTRNA_RS01345		24341750
KO13356	196627	TU01890	CGTRNA_RS01485,CGTRNA_RS01490		24341750
KO13357	196627	TU01891	CGTRNA_RS01565,CGTRNA_RS01570		24341750
KO13358	196627	TU01892	CGTRNA_RS01695,CGTRNA_RS01700		24341750
KO13359	196627	TU01893	CGTRNA_RS01720,CGTRNA_RS01725		24341750
KO13360	196627	TU01894	CGTRNA_RS01770,CGTRNA_RS01775		24341750
KO13362	196627	TU01896	CGTRNA_RS01955,CGTRNA_RS01960		24341750
KO13363	196627	TU01897	CGTRNA_RS01995,CGTRNA_RS02000		24341750
KO13364	196627	TU01898	CGTRNA_RS02020,CGTRNA_RS02025		24341750
KO13366	196627	TU01900	CGTRNA_RS02310,CGTRNA_RS02315		24341750
KO13367	196627	TU01901	CGTRNA_RS02480,CGTRNA_RS02485		24341750
KO13368	196627	TU01902	CGTRNA_RS02995,CGTRNA_RS03000		24341750
KO13369	196627	TU01903	CGTRNA_RS03065,CGTRNA_RS03070		24341750
KO13370	196627	TU01904	CGTRNA_RS03085,CGTRNA_RS03090		24341750
KO13371	196627	TU01905	CGTRNA_RS03195,CGTRNA_RS03200		24341750
KO13372	196627	TU01906	CGTRNA_RS03395,CGTRNA_RS03400		24341750
KO13373	196627	TU01907	CGTRNA_RS03655,CGTRNA_RS03660		24341750
KO13374	196627	TU01908	CGTRNA_RS03730,CGTRNA_RS03735		24341750
KO13375	196627	TU01909	CGTRNA_RS03780,CGTRNA_RS03785		24341750
KO13376	196627	TU01910	CGTRNA_RS04105,CGTRNA_RS04110		24341750
KO13377	196627	TU01911	CGTRNA_RS04135,CGTRNA_RS04140		24341750
KO13378	196627	TU01912	CGTRNA_RS04335,CGTRNA_RS04340		24341750
KO13380	196627	TU01914	CGTRNA_RS04490,CGTRNA_RS04495		24341750
KO13381	196627	TU01915	CGTRNA_RS04600,CGTRNA_RS04605		24341750
KO13383	196627	TU01917	CGTRNA_RS04725,CGTRNA_RS04730		24341750
KO13384	196627	TU01918	CGTRNA_RS04940,CGTRNA_RS04945		24341750
KO13385	196627	TU01919	CGTRNA_RS04970,CGTRNA_RS04975		24341750
KO13386	196627	TU01920	CGTRNA_RS05105,CGTRNA_RS05110		24341750
KO13388	196627	TU01922	CGTRNA_RS05465,CGTRNA_RS05470		24341750
KO13389	196627	TU01923	CGTRNA_RS05520,CGTRNA_RS05525		24341750
KO13390	196627	TU01924	CGTRNA_RS05535,CGTRNA_RS05540		24341750
KO13391	196627	TU01925	CGTRNA_RS05575,CGTRNA_RS05580		24341750
KO13392	196627	TU01926	CGTRNA_RS05610,CGTRNA_RS05615		24341750
KO13393	196627	TU01927	CGTRNA_RS05645,CGTRNA_RS05650		24341750
KO13394	196627	TU01928	CGTRNA_RS05675,CGTRNA_RS05680		24341750
KO13395	196627	TU01929	CGTRNA_RS05830,CGTRNA_RS05835		24341750
KO13396	196627	TU01930	CGTRNA_RS06080,CGTRNA_RS06085		24341750
KO13397	196627	TU01931	CGTRNA_RS06335,CGTRNA_RS06340		24341750
KO13398	196627	TU01932	CGTRNA_RS06355,CGTRNA_RS06360		24341750
KO13399	196627	TU01933	CGTRNA_RS06405,CGTRNA_RS06410		24341750
KO13400	196627	TU01934	CGTRNA_RS06445,CGTRNA_RS06450		24341750
KO13401	196627	TU01935	CGTRNA_RS06680,CGTRNA_RS06685		24341750
KO13402	196627	TU01936	CGTRNA_RS06875,CGTRNA_RS06880		24341750
KO13403	196627	TU01937	CGTRNA_RS06955,CGTRNA_RS06960		24341750
KO13404	196627	TU01938	CGTRNA_RS07010,CGTRNA_RS07015		24341750
KO13405	196627	TU01939	CGTRNA_RS07035,CGTRNA_RS07040		24341750
KO13406	196627	TU01940	CGTRNA_RS07100,CGTRNA_RS07105		24341750
KO13407	196627	TU01941	CGTRNA_RS07115,CGTRNA_RS07120		24341750
KO13408	196627	TU01942	CGTRNA_RS07170,CGTRNA_RS07175		24341750
KO13409	196627	TU01943	CGTRNA_RS07300,CGTRNA_RS07305		24341750
KO13410	196627	TU01944	CGTRNA_RS07605,CGTRNA_RS07610		24341750
KO13411	196627	TU01945	CGTRNA_RS07630,CGTRNA_RS07635		24341750
KO13412	196627	TU01946	CGTRNA_RS07690,CGTRNA_RS07695		24341750
KO13413	196627	TU01947	CGTRNA_RS07815,CGTRNA_RS07820		24341750
KO13414	196627	TU01948	CGTRNA_RS08105,CGTRNA_RS08110		24341750
KO13415	196627	TU01949	CGTRNA_RS08160,CGTRNA_RS08165		24341750
KO13416	196627	TU01950	CGTRNA_RS08175,CGTRNA_RS08180		24341750
KO13417	196627	TU01951	CGTRNA_RS08275,CGTRNA_RS08280		24341750
KO13418	196627	TU01952	CGTRNA_RS08885,CGTRNA_RS08890		24341750
KO13420	196627	TU01954	CGTRNA_RS09225,CGTRNA_RS09230		24341750
KO13421	196627	TU01955	CGTRNA_RS09280,CGTRNA_RS09285		24341750
KO13422	196627	TU01956	CGTRNA_RS09565,CGTRNA_RS09570		24341750
KO13423	196627	TU01957	CGTRNA_RS09600,CGTRNA_RS09605		24341750
KO13424	196627	TU01958	CGTRNA_RS09635,CGTRNA_RS09640		24341750
KO13425	196627	TU01959	CGTRNA_RS09720,CGTRNA_RS09725		24341750
KO13426	196627	TU01960	CGTRNA_RS09775,CGTRNA_RS09780		24341750
KO13427	196627	TU01961	CGTRNA_RS09830,CGTRNA_RS09835		24341750
KO13428	196627	TU01962	CGTRNA_RS09900,CGTRNA_RS09905		24341750
KO13429	196627	TU01963	CGTRNA_RS10060,CGTRNA_RS10065		24341750
KO13430	196627	TU01964	CGTRNA_RS10095,CGTRNA_RS10100		24341750
KO13431	196627	TU01965	CGTRNA_RS10215,CGTRNA_RS10220		24341750
KO13432	196627	TU01966	CGTRNA_RS10300,CGTRNA_RS10305		24341750
KO13433	196627	TU01967	CGTRNA_RS10380,CGTRNA_RS10385		24341750
KO13434	196627	TU01968	CGTRNA_RS10500,CGTRNA_RS10505		24341750
KO13435	196627	TU01969	CGTRNA_RS10685,CGTRNA_RS10690		24341750
KO13436	196627	TU01970	CGTRNA_RS10775,CGTRNA_RS10780		24341750
KO13437	196627	TU01971	CGTRNA_RS10815,CGTRNA_RS10820		24341750
KO13438	196627	TU01972	CGTRNA_RS10895,CGTRNA_RS10900		24341750
KO13439	196627	TU01973	CGTRNA_RS10965,CGTRNA_RS10970		24341750
KO13440	196627	TU01974	CGTRNA_RS11050,CGTRNA_RS11055		24341750
KO13441	196627	TU01975	CGTRNA_RS11170,CGTRNA_RS11175		24341750
KO13442	196627	TU01976	CGTRNA_RS11190,CGTRNA_RS11195		24341750
KO13443	196627	TU01977	CGTRNA_RS11210,CGTRNA_RS11215		24341750
KO13445	196627	TU01979	CGTRNA_RS11300,CGTRNA_RS11305		24341750
KO13446	196627	TU01980	CGTRNA_RS11335,CGTRNA_RS11340		24341750
KO13447	196627	TU01981	CGTRNA_RS11505,CGTRNA_RS11510		24341750
KO13448	196627	TU01982	CGTRNA_RS11525,CGTRNA_RS11530		24341750
KO13449	196627	TU01983	CGTRNA_RS11595,CGTRNA_RS11600		24341750
KO13450	196627	TU01984	CGTRNA_RS11655,CGTRNA_RS11660		24341750
KO13451	196627	TU01985	CGTRNA_RS11955,CGTRNA_RS11960		24341750
KO13452	196627	TU01986	CGTRNA_RS12160,CGTRNA_RS12165		24341750
KO13453	196627	TU01987	CGTRNA_RS12335,CGTRNA_RS12340		24341750
KO13454	196627	TU01988	CGTRNA_RS12375,CGTRNA_RS12380		24341750
KO13455	196627	TU01989	CGTRNA_RS12460,CGTRNA_RS12465		24341750
KO13456	196627	TU01990	CGTRNA_RS12485,CGTRNA_RS12490		24341750
KO13457	196627	TU01991	CGTRNA_RS12790,CGTRNA_RS12795		24341750
KO13458	196627	TU01992	CGTRNA_RS12865,CGTRNA_RS12870		24341750
KO13459	196627	TU01993	CGTRNA_RS12905,CGTRNA_RS12910		24341750
KO13460	196627	TU01994	CGTRNA_RS13070,CGTRNA_RS13075		24341750
KO13461	196627	TU01995	CGTRNA_RS13270,CGTRNA_RS13275		24341750
KO13462	196627	TU01996	CGTRNA_RS13550,CGTRNA_RS13555		24341750
KO13464	196627	TU01998	CGTRNA_RS13695,CGTRNA_RS13700		24341750
KO13465	196627	TU01999	CGTRNA_RS13825,CGTRNA_RS13830		24341750
KO13466	196627	TU02000	CGTRNA_RS14205,CGTRNA_RS14210		24341750
KO13467	196627	TU02001	CGTRNA_RS14230,CGTRNA_RS14235		24341750
KO13468	196627	TU02002	CGTRNA_RS14310,CGTRNA_RS14315		24341750
KO13469	196627	TU02003	CGTRNA_RS14410,CGTRNA_RS14415		24341750
KO13470	196627	TU02004	CGTRNA_RS14560,CGTRNA_RS14565		24341750
KO13471	196627	TU02005	CGTRNA_RS14840,CGTRNA_RS14845		24341750
KO13472	196627	TU02006	CGTRNA_RS15050,CGTRNA_RS15055		24341750
KO13473	196627	TU02007	CGTRNA_RS15170,CGTRNA_RS15175		24341750
KO13474	196627	TU02008	CGTRNA_RS15210,CGTRNA_RS15215		24341750
KO13475	196627	TU02009	CGTRNA_RS15330,CGTRNA_RS15335		24341750
KO13476	196627	TU02010	CGTRNA_RS00560,CGTRNA_RS00565,CGTRNA_RS00570		24341750
KO13477	196627	TU02011	CGTRNA_RS01020,CGTRNA_RS01025,CGTRNA_RS01030		24341750
KO13478	196627	TU02012	CGTRNA_RS01095,CGTRNA_RS01100,CGTRNA_RS01105		24341750
KO13479	196627	TU02013	CGTRNA_RS01550,CGTRNA_RS01555,CGTRNA_RS01560		24341750
KO13480	196627	TU02014	CGTRNA_RS01690,CGTRNA_RS01695,CGTRNA_RS01700		24341750
KO13481	196627	TU02015	CGTRNA_RS01840,CGTRNA_RS01845,CGTRNA_RS01850		24341750
KO13482	196627	TU02016	CGTRNA_RS02075,CGTRNA_RS02080,CGTRNA_RS02085		24341750
KO13484	196627	TU02018	CGTRNA_RS02385,CGTRNA_RS02390,CGTRNA_RS02395		24341750
KO13485	196627	TU02019	CGTRNA_RS02615,CGTRNA_RS02620,CGTRNA_RS02625		24341750
KO13486	196627	TU02020	CGTRNA_RS03360,CGTRNA_RS03365,CGTRNA_RS03370		24341750
KO13487	196627	TU02021	CGTRNA_RS03530,CGTRNA_RS03535,CGTRNA_RS03540		24341750
KO13488	196627	TU02022	CGTRNA_RS03575,CGTRNA_RS03580,CGTRNA_RS03585		24341750
KO13489	196627	TU02023	CGTRNA_RS03655,CGTRNA_RS03660,CGTRNA_RS03665		24341750
KO13490	196627	TU02024	CGTRNA_RS03725,CGTRNA_RS03730,CGTRNA_RS03735		24341750
KO13493	196627	TU02027	CGTRNA_RS04245,CGTRNA_RS04250,CGTRNA_RS04255		24341750
KO13494	196627	TU02028	CGTRNA_RS04360,CGTRNA_RS04365,CGTRNA_RS04370		24341750
KO13496	196627	TU02030	CGTRNA_RS04460,CGTRNA_RS04465,CGTRNA_RS04470		24341750
KO13497	196627	TU02031	CGTRNA_RS04485,CGTRNA_RS04490,CGTRNA_RS04495		24341750
KO13498	196627	TU02032	CGTRNA_RS04725,CGTRNA_RS04730,CGTRNA_RS04735		24341750
KO13500	196627	TU02034	CGTRNA_RS05155,CGTRNA_RS05160,CGTRNA_RS05165		24341750
KO13501	196627	TU02035	CGTRNA_RS05335,CGTRNA_RS05340,CGTRNA_RS05345		24341750
KO13503	196627	TU02037	CGTRNA_RS05515,CGTRNA_RS05520,CGTRNA_RS05525		24341750
KO13504	196627	TU02038	CGTRNA_RS05570,CGTRNA_RS05575,CGTRNA_RS05580		24341750
KO13505	196627	TU02039	CGTRNA_RS06015,CGTRNA_RS06020,CGTRNA_RS06025		24341750
KO13506	196627	TU02040	CGTRNA_RS06060,CGTRNA_RS06065,CGTRNA_RS06070		24341750
KO13507	196627	TU02041	CGTRNA_RS06150,CGTRNA_RS06155,CGTRNA_RS06160		24341750
KO13508	196627	TU02042	CGTRNA_RS06400,CGTRNA_RS06405,CGTRNA_RS06410		24341750
KO13509	196627	TU02043	CGTRNA_RS06630,CGTRNA_RS06635,CGTRNA_RS06640		24341750
KO13510	196627	TU02044	CGTRNA_RS07095,CGTRNA_RS07100,CGTRNA_RS07105		24341750
KO13511	196627	TU02045	CGTRNA_RS07155,CGTRNA_RS07160,CGTRNA_RS07165		24341750
KO13512	196627	TU02046	CGTRNA_RS07235,CGTRNA_RS07240,CGTRNA_RS07245		24341750
KO13513	196627	TU02047	CGTRNA_RS07295,CGTRNA_RS07300,CGTRNA_RS07305		24341750
KO13514	196627	TU02048	CGTRNA_RS07465,CGTRNA_RS07470,CGTRNA_RS07475		24341750
KO13515	196627	TU02049	CGTRNA_RS07535,CGTRNA_RS07540,CGTRNA_RS07545		24341750
KO13516	196627	TU02050	CGTRNA_RS07855,CGTRNA_RS07860,CGTRNA_RS07865		24341750
KO13517	196627	TU02051	CGTRNA_RS07895,CGTRNA_RS07900,CGTRNA_RS07905		24341750
KO13518	196627	TU02052	CGTRNA_RS07960,CGTRNA_RS07965,CGTRNA_RS07970		24341750
KO13519	196627	TU02053	CGTRNA_RS08040,CGTRNA_RS08045,CGTRNA_RS08050		24341750
