query_name,Length,cog_myva,COG_category,COG,description,Evalue,Identities,QueryLength,LengthQuery
XOCp0048,1043,STM2127,V,COG0841,Cation/multidrug efflux pump,2E-63,0.258405379442843,1043,1000
XOCp0048,1043,mll3832,V,COG0841,Cation/multidrug efflux pump,2E-63,0.256505576208178,1043,1020
XOCp0048,1043,CC1788,V,COG0841,Cation/multidrug efflux pump,3E-63,0.242654028436019,1043,1007
XOCp0048,1043,XF2386,V,COG0841,Cation/multidrug efflux pump,4E-63,0.237914691943128,1043,1010
XOCp0048,1043,XF2083,V,COG0841,Cation/multidrug efflux pump,4E-63,0.251423149905123,1043,1003
XOCp0048,1043,HP0607,V,COG0841,Cation/multidrug efflux pump,5E-63,0.237822349570201,1043,998
XOCp0048,1043,PA4598,V,COG0841,Cation/multidrug efflux pump,5E-63,0.266283524904215,1043,1009
XOCp0048,1043,jhp0554,V,COG0841,Cation/multidrug efflux pump,2E-62,0.23977164605138,1043,998
XOCp0048,1043,mlr3649,V,COG0841,Cation/multidrug efflux pump,2E-62,0.257416267942584,1043,987
XOCp0048,1043,BS_yerP,V,COG0841,Cation/multidrug efflux pump,9E-62,0.222324723247232,1043,1042
XOCp0048,1043,PA2527,V,COG0841,Cation/multidrug efflux pump,9E-62,0.264621284755513,1043,1007
XOCp0048,1043,mlr2404,V,COG0841,Cation/multidrug efflux pump,1E-61,0.242537313432836,1043,999
XOCp0048,1043,RSc1654,V,COG0841,Cation/multidrug efflux pump,2E-61,0.25561797752809,1043,1012
XOCp0048,1043,SMc01457,V,COG0841,Cation/multidrug efflux pump,2E-61,0.246865959498554,1043,984
XOCp0048,1043,BMEII0382,V,COG0841,Cation/multidrug efflux pump,5E-61,0.251643192488263,1043,1005
XOCp0048,1043,RSp1458,V,COG0841,Cation/multidrug efflux pump,7E-61,0.251450676982592,1043,990
XOCp0048,1043,HI0895,V,COG0841,Cation/multidrug efflux pump,7E-61,0.249038461538462,1043,991
XOCp0048,1043,STM0475,V,COG0841,Cation/multidrug efflux pump,1E-59,0.253116011505273,1043,1007
XOCp0048,1043,AGc4621,V,COG0841,Cation/multidrug efflux pump,1E-59,0.246653919694073,1043,1013
XOCp0048,1043,XF0243,V,COG0841,Cation/multidrug efflux pump,2E-59,0.240530303030303,1043,1011
XOCp0048,1043,PA2526,V,COG0841,Cation/multidrug efflux pump,3E-59,0.257225433526012,1043,988
XOCp0048,1043,RSp0818,V,COG0841,Cation/multidrug efflux pump,4E-59,0.258003766478343,1043,1016
XOCp0048,1043,CC1204,V,COG0841,Cation/multidrug efflux pump,4E-59,0.255439924314097,1043,1005
XOCp0048,1043,STM2128,V,COG0841,Cation/multidrug efflux pump,2E-58,0.243008678881389,1043,996
XOCp0048,1043,BMEI0893,V,COG0841,Cation/multidrug efflux pump,8E-58,0.246431969552807,1043,1000
XOCp0048,1043,STM3391,V,COG0841,Cation/multidrug efflux pump,1E-57,0.255014326647564,1043,1006
XOCp0048,1043,SMb20345,V,COG0841,Cation/multidrug efflux pump,1E-57,0.261904761904762,1043,993
XOCp0048,1043,mll5518,V,COG0841,Cation/multidrug efflux pump,2E-57,0.257359924026591,1043,995
XOCp0048,1043,acrB,V,COG0841,Cation/multidrug efflux pump,1E-56,0.25095785440613,1043,1007
XOCp0048,1043,PA3676,V,COG0841,Cation/multidrug efflux pump,1E-56,0.261567516525024,1043,1004
XOCp0048,1043,ZacrB,V,COG0841,Cation/multidrug efflux pump,2E-56,0.25,1043,1007
XOCp0048,1043,ECs0515,V,COG0841,Cation/multidrug efflux pump,2E-56,0.25,1043,1007
XOCp0048,1043,mlr3285,V,COG0841,Cation/multidrug efflux pump,3E-56,0.251396648044693,1043,1032
XOCp0048,1043,CAC0370,V,COG0841,Cation/multidrug efflux pump,5E-56,0.249679897567222,1043,741
XOCp0048,1043,SMa1662,V,COG0841,Cation/multidrug efflux pump,9E-56,0.242802303262956,1043,995
XOCp0048,1043,SMc03971,V,COG0841,Cation/multidrug efflux pump,1E-55,0.244761904761905,1043,1018
XOCp0048,1043,PA0426,V,COG0841,Cation/multidrug efflux pump,1E-55,0.248812915479582,1043,1008
XOCp0048,1043,SMc01829,V,COG0841,Cation/multidrug efflux pump,1E-55,0.244529019980971,1043,1014
XOCp0048,1043,RSp0670_2,V,COG0841,Cation/multidrug efflux pump,3E-55,0.237204724409449,1043,970
XOCp0048,1043,RSp0312,V,COG0841,Cation/multidrug efflux pump,3E-55,0.260663507109005,1043,999
XOCp0048,1043,PA2494,V,COG0841,Cation/multidrug efflux pump,2E-54,0.250693802035153,1043,1035
XOCp0048,1043,YPO1001,V,COG0841,Cation/multidrug efflux pump,2E-54,0.239341085271318,1043,994
XOCp0048,1043,AGpA548,V,COG0841,Cation/multidrug efflux pump,3E-54,0.253333333333333,1043,997
XOCp0048,1043,yhiV,V,COG0841,Cation/multidrug efflux pump,7E-54,0.240530303030303,1043,1005
XOCp0048,1043,ECs4394,V,COG0841,Cation/multidrug efflux pump,8E-54,0.240530303030303,1043,1005
XOCp0048,1043,mll5779,V,COG0841,Cation/multidrug efflux pump,1E-53,0.243601895734597,1043,1007
XOCp0048,1043,NMA1969,V,COG0841,Cation/multidrug efflux pump,1E-53,0.233208955223881,1043,1035
XOCp0048,1043,SMb21498,V,COG0841,Cation/multidrug efflux pump,1E-53,0.24735322425409,1043,1009
XOCp0048,1043,NMB1715,V,COG0841,Cation/multidrug efflux pump,2E-53,0.233208955223881,1043,1035
XOCp0048,1043,ZyhiV,V,COG0841,Cation/multidrug efflux pump,3E-53,0.239583333333333,1043,1005
XOCp0048,1043,mlr7298,V,COG0841,Cation/multidrug efflux pump,2E-52,0.252591894439208,1043,1000
XOCp0048,1043,slr0369,V,COG0841,Cation/multidrug efflux pump,4E-52,0.245794392523364,1043,1013
XOCp0048,1043,STM0351,V,COG0841,Cation/multidrug efflux pump,5E-52,0.250701590271282,1043,1040
XOCp0048,1043,PA3522,V,COG0841,Cation/multidrug efflux pump,2E-51,0.262016965127238,1043,1019
XOCp0048,1043,YPO3133,V,COG0841,Cation/multidrug efflux pump,3E-51,0.241182078169685,1043,1006
XOCp0048,1043,Cj1033,V,COG0841,Cation/multidrug efflux pump,1E-50,0.215591915303176,1043,979
XOCp0048,1043,AGl1281,V,COG0841,Cation/multidrug efflux pump,1E-50,0.239089184060721,1043,998
XOCp0048,1043,FN0515,V,COG0841,Cation/multidrug efflux pump,1E-50,0.219216417910448,1043,1014
XOCp0048,1043,AGl2075,V,COG0841,Cation/multidrug efflux pump,2E-50,0.241444866920152,1043,994
XOCp0048,1043,Z2508,V,COG0841,Cation/multidrug efflux pump,1E-48,0.256024096385542,1043,959
XOCp0048,1043,ECs1864,V,COG0841,Cation/multidrug efflux pump,1E-48,0.256024096385542,1043,959
XOCp0048,1043,TM0372,V,COG0841,Cation/multidrug efflux pump,4E-47,0.219465648854962,1043,984
XOCp0048,1043,CC0807,V,COG0841,Cation/multidrug efflux pump,1E-45,0.296551724137931,1043,551
XOCp0048,1043,VC0629,V,COG0841,Cation/multidrug efflux pump,1E-45,0.225806451612903,1043,1029
XOCp0048,1043,aq_695,V,COG0841,Cation/multidrug efflux pump,1E-45,0.214814814814815,1043,1037
XOCp0048,1043,SMa1884,V,COG0841,Cation/multidrug efflux pump,3E-44,0.247591522157996,1043,983
XOCp0048,1043,VC1757,V,COG0841,Cation/multidrug efflux pump,1E-43,0.225776105362183,1043,1008
XOCp0048,1043,RSp1113,V,COG0841,Cation/multidrug efflux pump,4E-43,0.25023786869648,1043,1017
XOCp0048,1043,AGc4508,V,COG0841,Cation/multidrug efflux pump,6E-41,0.235748792270531,1043,991
XOCp0048,1043,VCA0638,V,COG0841,Cation/multidrug efflux pump,1E-40,0.207056638811513,1043,1030
XOCp0048,1043,YPO0421,V,COG0841,Cation/multidrug efflux pump,1E-40,0.238423645320197,1043,962
XOCp0048,1043,BMEII0916,V,COG0841,Cation/multidrug efflux pump,5E-40,0.257102272727273,1043,670
XOCp0048,1043,acrF,V,COG0841,Cation/multidrug efflux pump,2E-35,0.268166089965398,1043,550
XOCp0048,1043,ZacrF.1,V,COG0841,Cation/multidrug efflux pump,9E-36,0.269430051813472,1043,557
XOCp0048,1043,ECs4138,V,COG0841,Cation/multidrug efflux pump,9E-36,0.269430051813472,1043,557
XOCp0049,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0050,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0051,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0052,444,SMa1641,GEPR,COG0477,Permeases of the major facilitator superfamily,2E-168,0.588366890380313,444,437
XOCp0052,444,all7629,GEPR,COG0477,Permeases of the major facilitator superfamily,4E-48,0.304054054054054,444,416
XOCp0052,444,slr0796,GEPR,COG0477,Permeases of the major facilitator superfamily,1E-41,0.305555555555556,444,387
XOCp0052,444,BS_yfiS,GEPR,COG0477,Permeases of the major facilitator superfamily,3E-10,0.271777003484321,444,269
XOCp0052,444,TM1336,GEPR,COG0477,Permeases of the major facilitator superfamily,4E-08,0.22742474916388,444,264
XOCp0052,444,MA1161,GEPR,COG0477,Permeases of the major facilitator superfamily,8E-08,0.253112033195021,444,227
XOCp0053,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0054,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0055,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0056,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0057,322,mll9356,L,COG0582,Integrase,7E-16,0.308681672025724,322,279
XOCp0057,322,mlr9649,L,COG0582,Integrase,1E-13,0.297385620915033,322,279
XOCp0057,322,AGpA22,L,COG0582,Integrase,2E-13,0.276923076923077,322,241
XOCp0057,322,SMa2257,L,COG0582,Integrase,3E-10,0.303867403314917,322,178
XOCp0058,986,CAP0093,L,COG4644,"Transposase and inactivated derivatives, TnpA family",7E-60,0.259504132231405,986,591
XOCp0058,986,YPCD1.90c,L,COG4644,"Transposase and inactivated derivatives, TnpA family",1E-58,0.278625954198473,986,524
XOCp0058,986,mlr9023,L,COG4644,"Transposase and inactivated derivatives, TnpA family",4E-49,0.264653641207815,986,546
XOCp0058,986,DRC0017,L,COG4644,"Transposase and inactivated derivatives, TnpA family",1E-46,0.246896551724138,986,685
XOCp0058,986,mlr6323,L,COG4644,"Transposase and inactivated derivatives, TnpA family",1E-42,0.262548262548263,986,499
XOCp0058,986,AGpA506,L,COG4644,"Transposase and inactivated derivatives, TnpA family",2E-42,0.261627906976744,986,507
XOCp0059,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0060,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0061,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0062,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0063,0,HITS_NOT_FOUND,,,,0,0,0,0
XOCp0064,194,PA2593,,,,4E-33,0.390862944162437,194,181
