Identifier,"subject ids","subject acc.ver","query acc.ver","query id","% identity","alignment length",mismatches,"gap opens","q. start","q. end","s. start","s. end",evalue,"bit score",Taxonomy,Taxonomy.BIOM,taxid
531997082,gi|531997082|gb|KC876030.1|,KC876030.1,Contig_17280,Contig_17280,99.371,477,3,0,1,477,21113,21589,0,847,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
18025935,gi|18025935|gb|AY046759.1|,AY046759.1,Contig_17280,Contig_17280,99.371,477,3,0,1,477,1113,637,0,847,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
531997079,gi|531997079|gb|KC876027.1|,KC876027.1,Contig_17280,Contig_17280,99.161,477,4,0,1,477,33321,33797,0,843,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
32452403,gi|32452403|dbj|AB048358.1|,AB048358.1,Contig_17280,Contig_17280,100,467,0,0,11,477,721,255,0,843,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Meriones,Meriones unguiculatus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Meriones;s__Meriones unguiculatus",10047
529281383,gi|529281383|pdb|4KZX|II,4KZX_II,Contig_17280,Contig_17280,99.161,477,3,1,1,477,1732,1257,0,841,"Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__Oryctolagus cuniculus",9986
529281418,gi|529281418|pdb|4KZY|II,4KZX_II,Contig_17280,Contig_17280,99.161,477,3,1,1,477,1732,1257,0,841,"Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__Oryctolagus cuniculus",9986
529281454,gi|529281454|pdb|4KZZ|II,4KZX_II,Contig_17280,Contig_17280,99.161,477,3,1,1,477,1732,1257,0,841,"Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__Oryctolagus cuniculus",9986
300422603,gi|300422603|dbj|AB571241.1|,AB571241.1,Contig_17280,Contig_17280,100,466,0,0,12,477,1364,899,0,841,"Eukaryota,Chordata,Mammalia,Primates,Cebidae,Callithrix,Callithrix jacchus","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Cebidae;g__Callithrix;s__Callithrix jacchus",9483
374429560,gi|374429560|ref|NR_046239.1|,NR_046239.1,Contig_17280,Contig_17280,99.374,479,0,3,1,477,1742,1265,0,839,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus;s__Rattus norvegicus",10116
2624399,gi|2624399|emb|V01270.1|,NR_046239.1,Contig_17280,Contig_17280,99.374,479,0,3,1,477,1742,1265,0,839,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus;s__Rattus norvegicus",10116
374429558,gi|374429558|ref|NR_046237.1|,NR_046237.1,Contig_17280,Contig_17280,99.374,479,0,3,1,477,1742,1265,0,839,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus;s__Rattus norvegicus",10116
57149,gi|57149|emb|X01117.1|,NR_046237.1,Contig_17280,Contig_17280,99.374,479,0,3,1,477,1742,1265,0,839,"Eukaryota,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus","k__Eukaryota;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus;s__Rattus norvegicus",10116
347565615,gi|347565615|gb|JN141100.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565618,gi|347565618|gb|JN141103.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565619,gi|347565619|gb|JN141104.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565620,gi|347565620|gb|JN141105.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565622,gi|347565622|gb|JN141107.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565623,gi|347565623|gb|JN141108.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565625,gi|347565625|gb|JN141110.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565626,gi|347565626|gb|JN141111.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565649,gi|347565649|gb|JN141134.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565652,gi|347565652|gb|JN141137.1|,JN141100.1,Contig_17280,Contig_17280,99.786,467,1,0,11,477,519,53,0,838,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
225692163,gi|225692163|gb|FJ809787.1|,FJ809787.1,Contig_17280,Contig_17280,98.952,477,3,1,1,477,1737,1263,0,836,"Eukaryota,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus,Trichosurus vulpecula","k__Eukaryota;p__Chordata;c__Mammalia;o__Diprotodontia;f__Phalangeridae;g__Trichosurus;s__Trichosurus vulpecula",9337
18369781,gi|18369781|emb|AJ311678.1|,AJ311678.1,Contig_17280,Contig_17280,98.952,477,3,1,1,477,1736,1262,0,836,"Eukaryota,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,Vombatus ursinus","k__Eukaryota;p__Chordata;c__Mammalia;o__Diprotodontia;f__Vombatidae;g__Vombatus;s__Vombatus ursinus",29139
18369780,gi|18369780|emb|AJ311676.1|,AJ311676.1,Contig_17280,Contig_17280,98.952,477,3,1,1,477,1738,1264,0,836,"Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis domestica","k__Eukaryota;p__Chordata;c__Mammalia;o__Didelphimorphia;f__Didelphidae;g__Monodelphis;s__Monodelphis domestica",13616
18369733,gi|18369733|emb|AJ311677.1|,AJ311677.1,Contig_17280,Contig_17280,98.952,477,3,1,1,477,1738,1264,0,836,"Eukaryota,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis,Didelphis virginiana","k__Eukaryota;p__Chordata;c__Mammalia;o__Didelphimorphia;f__Didelphidae;g__Didelphis;s__Didelphis virginiana",9267
347565630,gi|347565630|gb|JN141115.1|,JN141115.1,Contig_17280,Contig_17280,99.572,467,2,0,11,477,519,53,0,834,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347565624,gi|347565624|gb|JN141109.1|,JN141109.1,Contig_17280,Contig_17280,99.572,467,2,0,11,477,519,53,0,834,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566438,gi|347566438|gb|JN141923.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566461,gi|347566461|gb|JN141946.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566467,gi|347566467|gb|JN141952.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566470,gi|347566470|gb|JN141955.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566481,gi|347566481|gb|JN141966.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566505,gi|347566505|gb|JN141990.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566512,gi|347566512|gb|JN141997.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566513,gi|347566513|gb|JN141998.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566525,gi|347566525|gb|JN142010.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566536,gi|347566536|gb|JN142021.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566545,gi|347566545|gb|JN142030.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566547,gi|347566547|gb|JN142032.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566549,gi|347566549|gb|JN142034.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566572,gi|347566572|gb|JN142057.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566576,gi|347566576|gb|JN142061.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566579,gi|347566579|gb|JN142064.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566585,gi|347566585|gb|JN142070.1|,JN141923.1,Contig_17280,Contig_17280,99.572,467,1,1,12,477,519,53,0,830,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
160966320,gi|160966320|gb|EU253952.1|,EU253952.1,Contig_17280,Contig_17280,100,460,0,0,18,477,489,30,0,830,"Eukaryota,Chordata,Mammalia,Cervidae,Odocoileus,Odocoileus virginianus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Cervidae;g__Odocoileus;s__Odocoileus virginianus",9874
987262054,gi|987262054|gb|KT445934.2|,KT445934.2,Contig_17280,Contig_17280,98.532,477,4,1,1,477,3528,3055,0,827,"Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus","k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus gallus",9031
840932872,gi|840932872|emb|LK077046.1|,LK077046.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,3343,2870,0,827,"Eukaryota,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis","k__Eukaryota;p__Chordata;c__Aves;o__Apterygiformes;f__Apterygidae;g__Apteryx;s__Apteryx australis",202946
840932872,gi|840932872|emb|LK077046.1|,LK077046.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,14862,14389,0,827,"Eukaryota,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis","k__Eukaryota;p__Chordata;c__Aves;o__Apterygiformes;f__Apterygidae;g__Apteryx;s__Apteryx australis",202946
840932872,gi|840932872|emb|LK077046.1|,LK077046.1,Contig_17280,Contig_17280,97.214,323,6,1,1,323,6980,6661,3.17E-150,542,"Eukaryota,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis","k__Eukaryota;p__Chordata;c__Aves;o__Apterygiformes;f__Apterygidae;g__Apteryx;s__Apteryx australis",202946
218047175,gi|218047175|emb|FM165414.1|,FM165414.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1681,1208,0,827,"Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus","k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus gallus",9031
15011540,gi|15011540|gb|AF397157.1|AF397157,AF397157.1,Contig_17280,Contig_17280,98.742,477,3,2,1,477,46,519,0,827,"Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__Homo sapiens",9606
7262899,gi|7262899|gb|AF173612.1|AF173612,AF173612.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus","k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Gallus;s__Gallus gallus",9031
7262898,gi|7262898|gb|AF173611.1|AF173611,AF173611.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Coturnix,Coturnix pectoralis","k__Eukaryota;p__Chordata;c__Aves;o__Galliformes;f__Phasianidae;g__Coturnix;s__Coturnix pectoralis",116989
7262893,gi|7262893|gb|AF173606.1|,AF173606.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Tinamiformes,Tinamidae,Nothoprocta,Nothoprocta ornata","k__Eukaryota;p__Chordata;c__Aves;o__Tinamiformes;f__Tinamidae;g__Nothoprocta;s__Nothoprocta ornata",83376
7262894,gi|7262894|gb|AF173607.1|,AF173606.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,Struthio camelus","k__Eukaryota;p__Chordata;c__Aves;o__Struthioniformes;f__Struthionidae;g__Struthio;s__Struthio camelus",8801
7262895,gi|7262895|gb|AF173608.1|,AF173606.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Rheiformes,Rheidae,Rhea,Rhea americana","k__Eukaryota;p__Chordata;c__Aves;o__Rheiformes;f__Rheidae;g__Rhea;s__Rhea americana",8797
7262896,gi|7262896|gb|AF173609.1|,AF173606.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Apterygiformes,Apterygidae,Apteryx,Apteryx australis","k__Eukaryota;p__Chordata;c__Aves;o__Apterygiformes;f__Apterygidae;g__Apteryx;s__Apteryx australis",8822
7262897,gi|7262897|gb|AF173610.1|,AF173606.1,Contig_17280,Contig_17280,98.532,477,4,1,1,477,1651,1178,0,827,"Eukaryota,Chordata,Aves,Casuariiformes,Dromaiidae,Dromaius,Dromaius novaehollandiae","k__Eukaryota;p__Chordata;c__Aves;o__Casuariiformes;f__Dromaiidae;g__Dromaius;s__Dromaius novaehollandiae",8790
347566541,gi|347566541|gb|JN142026.1|,JN142026.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566530,gi|347566530|gb|JN142015.1|,JN142015.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566448,gi|347566448|gb|JN141933.1|,JN141933.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566514,gi|347566514|gb|JN141999.1|,JN141933.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566562,gi|347566562|gb|JN142047.1|,JN141933.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566503,gi|347566503|gb|JN141988.1|,JN141988.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
347566501,gi|347566501|gb|JN141986.1|,JN141986.1,Contig_17280,Contig_17280,99.358,467,2,1,12,477,519,53,0,825,"Eukaryota,uncultured eukaryote","k__Eukaryota;p__;c__;o__;f__;g__;s__uncultured eukaryote",100272
837812680,gi|837812680|ref|XM_004588453.2|,XM_004588453.2,Contig_23926,Contig_23926,97.991,697,14,0,61,757,1,697,0,1195,"Eukaryota,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona,Ochotona princeps","k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Ochotonidae;g__Ochotona;s__Ochotona princeps",9978
655892949,gi|655892949|ref|XM_002722894.3|,XM_002722894.3,Contig_23926,Contig_23926,93.75,736,46,0,22,757,73,808,0,1121,"Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus,Oryctolagus cuniculus","k__Eukaryota;p__Chordata;c__Mammalia;o__Lagomorpha;f__Leporidae;g__Oryctolagus;s__Oryctolagus cuniculus",9986
1062956820,gi|1062956820|ref|XM_018042437.1|,XM_018042437.1,Contig_23926,Contig_23926,93.733,734,46,0,24,757,106,839,0,1117,,,
966004565,gi|966004565|ref|XM_004021341.2|,XM_004021341.2,Contig_23926,Contig_23926,93.733,734,46,0,24,757,119,852,0,1117,"Eukaryota,Chordata,Mammalia,Bovidae,Ovis,Ovis aries","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Ovis;s__Ovis aries",9940
803328879,gi|803328879|ref|XM_012167209.1|,XM_012167209.1,Contig_23926,Contig_23926,93.733,734,46,0,24,757,123,856,0,1117,"Eukaryota,Chordata,Mammalia,Bovidae,Ovis,Ovis aries","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Ovis;s__Ovis aries",9938
472370792,gi|472370792|ref|XM_004404847.1|,XM_004404847.1,Contig_23926,Contig_23926,93.733,734,46,0,24,757,77,810,0,1117,"Eukaryota,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus","k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Odobenidae;g__Odobenus;s__Odobenus rosmarus",9708
955510078,gi|955510078|ref|XM_004426880.2|,XM_004426880.2,Contig_23926,Contig_23926,93.478,736,48,0,22,757,68,803,0,1112,"Eukaryota,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Rhinocerotidae;g__Ceratotherium;s__Ceratotherium simum",73337
947219573,gi|947219573|ref|XM_006146014.2|,XM_006146014.2,Contig_23926,Contig_23926,93.478,736,48,0,22,757,45,780,0,1112,"Eukaryota,Chordata,Mammalia,Scandentia,Tupaiidae,Tupaia,Tupaia chinensis","k__Eukaryota;p__Chordata;c__Mammalia;o__Scandentia;f__Tupaiidae;g__Tupaia;s__Tupaia chinensis",246437
958765199,gi|958765199|ref|XM_014860832.1|,XM_014860832.1,Contig_23926,Contig_23926,93.443,732,48,0,26,757,186,917,0,1104,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus asinus","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus asinus",9793
545870149,gi|545870149|ref|XM_005670976.1|,XM_005670976.1,Contig_23926,Contig_23926,93.315,733,49,0,25,757,320,1052,0,1101,"Eukaryota,Chordata,Mammalia,Suidae,Sus,Sus scrofa","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Suidae;g__Sus;s__Sus scrofa",9823
371923052,gi|371923052|dbj|AK396462.1|,AK396462.1,Contig_23926,Contig_23926,93.315,733,49,0,25,757,61,793,0,1101,"Eukaryota,Chordata,Mammalia,Suidae,Sus,Sus scrofa","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Suidae;g__Sus;s__Sus scrofa",9823
288781521,gi|288781521|dbj|AK344130.1|,AK344130.1,Contig_23926,Contig_23926,93.315,733,49,0,25,757,59,791,0,1101,"Eukaryota,Chordata,Mammalia,Suidae,Sus,Sus scrofa","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Suidae;g__Sus;s__Sus scrofa",9823
288576520,gi|288576520|dbj|AK347115.1|,AK347115.1,Contig_23926,Contig_23926,93.315,733,49,0,25,757,62,794,0,1101,"Eukaryota,Chordata,Mammalia,Suidae,Sus,Sus scrofa","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Suidae;g__Sus;s__Sus scrofa",9823
942056984,gi|942056984|ref|XM_005896702.2|,XM_005896702.2,Contig_23926,Contig_23926,93.052,734,51,0,24,757,111,844,0,1094,"Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos mutus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bos;s__Bos mutus",72004
820986107,gi|820986107|ref|XM_003275155.3|,XM_003275155.3,Contig_23926,Contig_23926,93.49,722,47,0,36,757,70,791,0,1090,"Eukaryota,Chordata,Mammalia,Primates,Hylobatidae,Nomascus,Nomascus leucogenys","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Hylobatidae;g__Nomascus;s__Nomascus leucogenys",61853
594078857,gi|594078857|ref|XM_006063054.1|,XM_006063054.1,Contig_23926,Contig_23926,92.916,734,52,0,24,757,76,809,0,1090,"Eukaryota,Chordata,Mammalia,Bovidae,Bubalus,Bubalus bubalis","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bubalus;s__Bubalus bubalis",89462
27819613,gi|27819613|ref|NM_174225.1|,NM_174225.1,Contig_23926,Contig_23926,92.916,734,52,0,24,757,59,792,0,1090,"Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos taurus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bos;s__Bos taurus",9913
955079757,gi|955079757|ref|NM_001317258.1|,NM_001317258.1,Contig_23926,Contig_23926,93.829,713,44,0,45,757,1,713,0,1088,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus",9796
686400487,gi|686400487|dbj|AB608018.1|,NM_001317258.1,Contig_23926,Contig_23926,93.829,713,44,0,45,757,1,713,0,1088,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus",9796
955510079,gi|955510079|ref|XM_004426881.2|,XM_004426881.2,Contig_23926,Contig_23926,94.302,702,40,0,56,757,67,768,0,1086,"Eukaryota,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,Ceratotherium simum","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Rhinocerotidae;g__Ceratotherium;s__Ceratotherium simum",73337
953844479,gi|953844479|ref|XM_005602627.2|,XM_005602627.2,Contig_23926,Contig_23926,94.302,702,40,0,56,757,73,774,0,1086,"Eukaryota,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus caballus","k__Eukaryota;p__Chordata;c__Mammalia;o__Perissodactyla;f__Equidae;g__Equus;s__Equus caballus",9796
472370794,gi|472370794|ref|XM_004404848.1|,XM_004404848.1,Contig_23926,Contig_23926,94.302,702,40,0,56,757,68,769,0,1086,"Eukaryota,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus","k__Eukaryota;p__Chordata;c__Mammalia;o__Carnivora;f__Odobenidae;g__Odobenus;s__Odobenus rosmarus",9708
826338965,gi|826338965|ref|XM_012660304.1|,XM_012660304.1,Contig_23926,Contig_23926,92.906,733,51,1,25,757,61,792,0,1085,"Eukaryota,Chordata,Mammalia,Primates,Indriidae,Propithecus,Propithecus coquereli","k__Eukaryota;p__Chordata;c__Mammalia;o__Primates;f__Indriidae;g__Propithecus;s__Propithecus coquereli",379532
134024775,gi|134024775|gb|BC134665.1|,BC134665.1,Contig_23926,Contig_23926,92.779,734,53,0,24,757,51,784,0,1085,"Eukaryota,Chordata,Mammalia,Bovidae,Bos,Bos taurus","k__Eukaryota;p__Chordata;c__Mammalia;o__;f__Bovidae;g__Bos;s__Bos taurus",9913
1059169390,gi|1059169390|ref|XM_017885605.1|,XM_017885605.1,Contig_23926,Contig_23926,92.779,734,52,1,24,757,76,808,0,1081,,,
