ko,gene,id,url,sp_code,name
K00241,CBUD_0590,0,,cbd,sdhC
K00242,IX88_16710,0,,abaa,
K00242,CbuK_1474,0,,cbc,sdhD
K00823,ABBFA_000200,0,,abb,gabT
K18118,IX88_00920,0,,abaa,
K01640,BJAB0868_01519,0,,abaj,
K01028,BJAB0715_01954,0,,abab,
K01029,IX88_10610,0,,abaa,
K00019,IX87_19615,0,,abau,
K01652,IX87_00745,0,,abau,
K01652,IX88_04910,0,,abaa,
K01653,IX88_04915,0,,abaa,
K00004,BJAB0715_01924,0,,abab,
K03366,BJAB0868_01862,0,,abaj,
K01652,IX87_00745,0,,abau,
K01652,IX88_04910,0,,abaa,
K01653,IX88_04915,0,,abaa,
K01903,IX88_16680,0,,abaa,sucC
K01903,CBU_1397,0,,cbu,sucC
K01902,IX88_16675,0,,abaa,
K01902,CbuK_1468,0,,cbc,sucD
K01703,ABAYE3360,0,,aby,leuC
K01704,IX88_04375,0,,abaa,
K00052,ABK1_0460,0,,abx,
K01114,IX88_02540,0,,abaa,
K01092,IX88_00295,0,,abaa,
K01092,CbuK_1000,0,,cbc,suhB
K00140,BDGL_001264,0,,acc,mmsA
K01803,CbuK_0582,0,,cbc,tpiA
K01803,IX88_03945,0,,abaa,
K00330,ABD1_07040,0,,abad,nuoA
K00330,COXBURSA331_A1618,0,,cbs,nuoA
K00331,IX88_05745,0,,abaa,
K00331,CbuK_0586,0,,cbc,nuoB
K00332,CBUD_0547,0,,cbd,nuoC
K00333,CbuK_0588,0,,cbc,nuoD
K13378,IX88_05750,0,,abaa,
K00334,CbuK_0589,0,,cbc,nuoE
K00334,IX88_05755,0,,abaa,
K00335,CbuK_0590,0,,cbc,nuoF
K00335,IX88_05760,0,,abaa,
K00336,BJAB0868_00772,0,,abaj,
K00336,CbuK_0592,0,,cbc,nuoG
K00337,IX88_05770,0,,abaa,
K00337,CbuK_0593,0,,cbc,nuoH
K00338,IX88_05775,0,,abaa,
K00338,CBUD_0554,0,,cbd,nuoI
K00339,IX88_05780,0,,abaa,
K00339,CbuK_0595,0,,cbc,nuoJ
K00340,CbuK_0596,0,,cbc,nuoK
K00340,X969_16855,0,,pmon,
K00340,IX88_05785,0,,abaa,
K00341,CDSE_0780,0,,kde,
K00341,X969_16860,0,,pmon,
K00341,IX88_05790,0,,abaa,
K00341,CBUD_0557,0,,cbd,nuoL
K00342,IX88_05795,0,,abaa,
K00342,CbuK_0598,0,,cbc,nuoM
K00343,IX88_05800,0,,abaa,
K00343,COXBURSA331_A1604,0,,cbs,nuoN
K03885,IX88_11325,0,,abaa,
K00239,IX88_16705,0,,abaa,
K00239,CbuG_0612,0,,cbg,sdhA
K00240,IX88_16700,0,,abaa,sdhB
K00240,CbuK_1472,0,,cbc,sdhB
K00241,IX88_16715,0,,abaa,
K00241,CBUD_0590,0,,cbd,sdhC
K00242,IX88_16710,0,,abaa,
K00242,CbuK_1474,0,,cbc,sdhD
K00412,cob,0,,dha,
K00412,RTB9991CWPP_01280,0,,rtb,
K02301,CbuK_0846,0,,cbc,cyoE
K02301,IX88_13400,0,,abaa,
K02300,IX88_13395,0,,abaa,
K02256,UsmafMp08,0,,uma,cox1
K02261,GizefMp06,0,,fgr,cox2
K02261,VDBG_17011,0,,val,
K02299,CbuK_0799,0,,cbc,cyoC
K02299,IX88_13390,0,,abaa,
K02298,CbuK_0798,0,,cbc,cyoB
K02298,IX88_13385,0,,abaa,
K02297,CBUD_1001,0,,cbd,cyoA
K02297,IX88_13380,0,,abaa,
K00425,BJAB0715_01657,0,,abab,
K00426,IX88_09130,0,,abaa,
K02111,IX88_03060,0,,abaa,
K02111,CbuK_0051,0,,cbc,atpA
K02112,IX88_03070,0,,abaa,
K02112,COXBURSA331_A2148,0,,cbs,atpD
K02115,IX88_03065,0,,abaa,
K02115,CBUD_0177,0,,cbd,atpG
K02113,IX88_03055,0,,abaa,
K02113,CbuG_0053,0,,cbg,atpH
K02114,IX88_03075,0,,abaa,
K02114,CbuK_0054,0,,cbc,atpC
K02108,RAF_ORF0025,0,,raf,atpB
K02108,BJAB0715_00195,0,,abab,
K02108,CbuG_0050,0,,cbg,atpB
K02109,IX88_03050,0,,abaa,
K02109,CbuK_0049,0,,cbc,atpF
K02110,IX88_03045,0,,abaa,
K02110,CbuK_0048,0,,cbc,atpE
K01507,IX88_03290,0,,abaa,
K01507,CbuK_1627,0,,cbc,ppa
K00937,IX87_00580,0,,abau,
K02114,IX88_03075,0,,abaa,
K02114,CbuK_0054,0,,cbc,atpC
K02112,IX88_03070,0,,abaa,
K02112,COXBURSA331_A2148,0,,cbs,atpD
K02115,IX88_03065,0,,abaa,
K02115,CBUD_0177,0,,cbd,atpG
K02111,IX88_03060,0,,abaa,
K02111,CbuK_0051,0,,cbc,atpA
K02113,IX88_03055,0,,abaa,
K02113,CbuG_0053,0,,cbg,atpH
K02109,IX88_03050,0,,abaa,
K02109,CbuK_0049,0,,cbc,atpF
K02110,IX88_03045,0,,abaa,
K02110,CbuK_0048,0,,cbc,atpE
K02108,RAF_ORF0025,0,,raf,atpB
K02108,BJAB0715_00195,0,,abab,
K02108,CbuG_0050,0,,cbg,atpB
K00927,CBUD_0226,0,,cbd,pgk
K00927,IX88_09735,0,,abaa,
K00134,COXBURSA331_A1980,0,,cbs,gap
K00134,BJAB0868_01271,0,,abaj,
K01624,IX88_09745,0,,abaa,
K01624,CbuK_0230,0,,cbc,fbaA
K03841,ABTW07_3011,0,,abd,fbp
K00615,BDGL_000248,0,,acc,tktA
K00615,CBU_1784,0,,cbu,tkt
K00615,CbuG_0163,0,,cbg,tkt
K01807,BJAB0715_02175,0,,abab,
K01807,CbuK_0214,0,,cbc,rpiA
K01803,CbuK_0582,0,,cbc,tpiA
K01803,IX88_03945,0,,abaa,
K01783,CbuK_0172,0,,cbc,rpe
K01783,PPUBIRD1_0453,0,,ppb,rpe
K01783,IX88_05475,0,,abaa,
K01595,ABZJ_03840,0,,abz,
K01595,BJAB0868_03698,0,,abaj,
K01610,CBUD_2191,0,,cbd,pckA
K00029,BJAB0715_02746,0,,abab,
K00024,IX88_18070,0,,abaa,
K00024,CbuK_1102,0,,cbc,mdh
K01007,ABTW07_2558,0,,abd,
K01007,IX88_13370,0,,abaa,
K01595,ABZJ_03840,0,,abz,
K01595,BJAB0868_03698,0,,abaj,
K00024,IX88_18070,0,,abaa,
K00024,CbuK_1102,0,,cbc,mdh
K01676,IX88_04705,0,,abaa,
K01679,BJAB0715_02262,0,,abab,
K01679,CbuG_0907,0,,cbg,fumC
K00239,IX88_16705,0,,abaa,
K00239,CbuG_0612,0,,cbg,sdhA
K00240,IX88_16700,0,,abaa,sdhB
K00240,CbuK_1472,0,,cbc,sdhB
K00241,IX88_16715,0,,abaa,
K00241,CBUD_0590,0,,cbd,sdhC
K00242,IX88_16710,0,,abaa,
K00242,CbuK_1474,0,,cbc,sdhD
K01902,IX88_16675,0,,abaa,
K01902,CbuK_1468,0,,cbc,sucD
K01903,IX88_16680,0,,abaa,sucC
K01903,CBU_1397,0,,cbu,sucC
K00626,BJAB0868_01504,0,,abaj,
K00031,BJAB0715_02867,0,,abab,
K00031,CbuK_1064,0,,cbc,icd
K01681,ABD1_05220,0,,abad,acnA
K01681,CbuG_0101,0,,cbg,acnA
K01682,ABZJ_02481,0,,abz,
K01962,IX88_05245,0,,abaa,
K01962,COXBURSA331_A1693,0,,cbs,accA
K02160,COXBURSA331_A1917,0,,cbs,accB
K02160,IX88_12280,0,,abaa,
K01961,CBUD_0276,0,,cbd,accC
K01961,IX88_12285,0,,abaa,
K01963,IX88_17520,0,,abaa,
K01963,CbuK_0758,0,,cbc,accD
K01847,PP1Y_AT29712,0,,npp,
K01491,ABZJ_03105,0,,abz,
K01491,CbuG_1693,0,,cbg,folD
K00297,BJAB0715_02017,0,,abab,
K13788,IX88_04710,0,,abaa,
K00925,BJAB0715_00523,0,,abab,
K00121,IX88_10825,0,,abaa,
K01070,BJAB0715_00692,0,,abab,
K00600,CbuK_1492,0,,cbc,glyA
K00600,IX88_14520,0,,abaa,glyA
K01689,CbuK_0336,0,,cbc,eno
K01689,IX88_11655,0,,abaa,eno
K01595,ABZJ_03840,0,,abz,
K01595,BJAB0868_03698,0,,abaj,
K00024,IX88_18070,0,,abaa,
K00024,CbuK_1102,0,,cbc,mdh
K01624,IX88_09745,0,,abaa,
K01624,CbuK_0230,0,,cbc,fbaA
K03841,ABTW07_3011,0,,abd,fbp
K21071,CbuK_1135,0,,cbc,
K00925,BJAB0715_00523,0,,abab,
K13788,IX88_04710,0,,abaa,
K01007,ABTW07_2558,0,,abd,
K01007,IX88_13370,0,,abaa,
K15633,IX88_03390,0,,abaa,
K15633,CbuK_1762,0,,cbc,gpmI
K00058,IX88_00525,0,,abaa,
K00831,ABAYE0877,0,,aby,serC
K00831,CbuG_1469,0,,cbg,serC
K01079,IX88_01740,0,,abaa,
K02203,IX88_17040,0,,abaa,
K02575,BJAB0715_02731,0,,abab,
K00372,ABD1_20290,0,,abad,nasA
K00362,ABBFA_001441,0,,abb,
K00459,ABBFA_000953,0,,abb,
K00459,BDGL_000729,0,,acc,
K15371,CbuG_0784,0,,cbg,
K00261,IX88_00440,0,,abaa,
K00262,M3Q_1324,0,,abh,
K01915,BJAB0715_02756,0,,abab,
K00264,CIMG_02486,0,,cim,
K00265,IX88_00695,0,,abaa,gltB
K00266,IX88_00690,0,,abaa,
K02048,IX88_00785,0,,abaa,
K02046,IX88_15865,0,,abaa,
K02047,IX88_15870,0,,abaa,cysW
K02045,IX88_15875,0,,abaa,
K15551,BJAB0868_01597,0,,abaj,
K15552,ABD1_14440,0,,abad,tauC
K10831,ABBFA_002044,0,,abb,
K03119,ABD1_14450,0,,abad,tauD
K15553,BJAB0715_00067,0,,abab,
K15554,IX88_02450,0,,abaa,
K15555,IX88_02445,0,,abaa,ssuB
K04091,ABD1_00260,0,,abad,ssuD
K04091,ACIAD0036,0,,aci,
K00299,IX88_01305,0,,abaa,
K00956,IX87_00510,0,,abau,cysN
K00957,IX88_07020,0,,abaa,
K01082,ABD1_16030,0,,abad,cysQ
K00390,ACICU_03025,0,,abc,
K00380,IX87_10865,0,,abau,
K00381,ABD1_27920,0,,abad,cysI
K01011,IX88_01715,0,,abaa,
K02439,CbuK_1251,0,,cbc,
K00640,ACICU_01447,0,,abc,
K01738,IX88_03185,0,,abaa,
K12339,IX88_05085,0,,abaa,
K10764,ABBFA_001815,0,,abb,metZ
K17228,BJAB0868_03550,0,,abaj,
K17218,ABD1_17010,0,,abad,
K01962,IX88_05245,0,,abaa,
K01962,COXBURSA331_A1693,0,,cbs,accA
K02160,COXBURSA331_A1917,0,,cbs,accB
K02160,IX88_12280,0,,abaa,
K01961,CBUD_0276,0,,cbd,accC
K01961,IX88_12285,0,,abaa,
K01963,IX88_17520,0,,abaa,
K01963,CbuK_0758,0,,cbc,accD
K11263,ABLAC_21050,0,,abal,
K00645,CBU_0494,0,,cbu,fabD
K00645,Pput_3801,0,,ppf,
K00645,IX88_06075,0,,abaa,
K00648,CbuK_1367,0,,cbc,fabH
K00647,BJAB0715_00850,0,,abab,
K09458,CbuK_1361,0,,cbc,fabF
K00059,P795_10160,0,,abaz,
K00059,IX88_06080,0,,abaa,fabG
K00059,CbuK_1363,0,,cbc,
K02372,Z664_00920,0,,cea,
K02372,IX88_12050,0,,abaa,
K00208,BJAB0715_00554,0,,abab,
K00209,CbuK_0462,0,,cbc,
K01897,IX88_03275,0,,abaa,
K00626,BJAB0868_01504,0,,abaj,
K00632,IX88_03825,0,,abaa,fadA
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K01692,P795_10680,0,,abaz,
K06445,ABLAC_11270,0,,abal,
K00252,BJAB0715_00707,0,,abab,
K01897,IX88_03275,0,,abaa,
K00496,IX88_10110,0,,abaa,
K00529,IX88_06760,0,,abaa,
K05297,IX88_06985,0,,abaa,
K05297,CBUD_1816,0,,cbd,
K00121,IX88_10825,0,,abaa,
K13954,ABZJ_02450,0,,abz,
K00128,P795_10570,0,,abaz,
K01640,BJAB0868_01519,0,,abaj,
K01028,BJAB0715_01954,0,,abab,
K01029,IX88_10610,0,,abaa,
K00626,BJAB0868_01504,0,,abaj,
K00019,IX87_19615,0,,abau,
K01130,BJAB0868_01089,0,,abaj,
K00865,BJAB0868_02858,0,,abaj,
K00128,P795_10570,0,,abaz,
K00864,ABZJ_03101,0,,abz,
K00864,IX88_16510,0,,abaa,glpK
K00631,ABSDF0405,0,,abm,plsB
K03621,CbuK_1368,0,,cbc,plsX
K08591,CbuK_1100,0,,cbc,
K00655,IX88_17900,0,,abaa,
K00901,IX88_16475,0,,abaa,
K01046,LX00_16965,0,,abk,
K00057,BJAB0715_02654,0,,abab,
K00057,CBUD_0466,0,,cbd,gpsA
K00111,IX88_16505,0,,abaa,
K00631,ABSDF0405,0,,abm,plsB
K03621,CbuK_1368,0,,cbc,plsX
K08591,CbuK_1100,0,,cbc,
K00655,IX88_17900,0,,abaa,
K00901,IX88_16475,0,,abaa,
K01114,IX88_02540,0,,abaa,
K01058,ABZJ_02212,0,,abz,
K01126,P795_2765,0,,abaz,
K03735,IX88_13060,0,,abaa,
K03736,BJAB0715_02414,0,,abab,
K00981,CbuK_1452,0,,cbc,cdsA
K00981,IX88_12080,0,,abaa,
K17103,IX88_18045,0,,abaa,
K17103,CbuG_1919,0,,cbg,ppsC
K01613,BJAB0715_03768,0,,abab,
K01613,CbuK_0122,0,,cbc,psd
K00995,ABZJ_00356,0,,abz,
K00995,CBUD_1012,0,,cbd,pgsA
K01095,IX88_01770,0,,abaa,
K01095,M911_08565,0,,hhc,
K01096,IX88_16840,0,,abaa,
K06131,CbuG_1921,0,,cbg,cls
K06131,BMULJ_00947,0,,bmj,ybhO
K06132,BJAB0715_03342,0,,abab,
K01058,ABZJ_02212,0,,abz,
K01114,IX88_02540,0,,abaa,
K01130,BJAB0868_01089,0,,abaj,
K01058,ABZJ_02212,0,,abz,
K01058,ABZJ_02212,0,,abz,
K00508,IX88_15485,0,,abaa,
K01058,ABZJ_02212,0,,abz,
K00632,IX88_03825,0,,abaa,fadA
K00059,P795_10160,0,,abaz,
K00059,IX88_06080,0,,abaa,fabG
K00059,CbuK_1363,0,,cbc,
K00507,ABZJ_03312,0,,abz,
K00507,CbuG_1085,0,,cbg,
K01825,BJAB0715_00348,0,,abab,
K01782,ABBFA_000607,0,,abb,
K01782,IX88_17450,0,,abaa,
K10804,IX87_00605,0,,abau,
K10805,IX88_00215,0,,abaa,
K10806,BJAB0715_03330,0,,abab,
K01515,BJAB0715_00298,0,,abab,
K08312,CbuK_1241,0,,cbc,nudE
K01835,TREMEDRAFT_45127,0,,tms,
K15778,ABBFA_002727,0,,abb,
K15778,CbuK_0491,0,,cbc,algC
K00948,CbuK_0127,0,,cbc,prs
K00948,IX88_06135,0,,abaa,
K00764,CBUD_0961,0,,cbd,purF
K00764,BJAB0715_02648,0,,abab,
K01945,IX88_13490,0,,abaa,
K01945,CbuK_0524,0,,cbc,purD
K11175,BJAB0715_02978,0,,abab,
K11175,COXBURSA331_A1929,0,,cbs,purN
K08289,ABK1_1968,0,,abx,
K01952,COXBURSA331_A0746,0,,cbs,purL
K01952,CbuG_1372,0,,cbg,purL
K01952,IX88_15950,0,,abaa,
K01933,IX88_16055,0,,abaa,
K01933,CBUD_0265,0,,cbd,purM
K01589,LX00_00185,0,,abk,
K01588,ABTW07_0032,0,,abd,purE
K01588,CbuK_2052,0,,cbc,purE
K01923,IX88_01910,0,,abaa,
K01923,CbuG_0790,0,,cbg,purC
K01756,CbuK_0692,0,,cbc,purB
K01756,IX88_15400,0,,abaa,
K00602,CbuG_1670,0,,cbg,purH
K00602,BJAB0715_02571,0,,abab,
K01081,IX87_19710,0,,abau,
K03787,IX88_15360,0,,abaa,
K03787,CbuK_0339,0,,cbc,surE
K20881,IX88_12015,0,,abaa,
K03815,CBUD_0139,0,,cbd,xapA
K00760,IX88_02250,0,,abaa,
K00760,CbuG_0930,0,,cbg,
K00088,CbuK_1206,0,,cbc,guaB
K00088,IX88_01385,0,,abaa,
K00940,CBUD_1342,0,,cbd,ndk
K00940,BJAB0715_00538,0,,abab,
K02428,ABBFA_003065,0,,abb,rdgB
K03816,ABSDF0471,0,,abm,xpt
K13481,IX88_15120,0,,abaa,
K13482,BJAB0868_02599,0,,abaj,
K01951,IX88_02955,0,,abaa,
K01487,P795_17270,0,,abaz,
K00942,CbuK_0498,0,,cbc,gmk
K00942,IX88_00625,0,,abaa,
K00873,CBUD_0227,0,,cbd,pyk
K00873,AFUA_6G07430,0,,afm,
K00525,BJAB0715_00738,0,,abab,
K00525,CbuK_1780,0,,cbc,nrdA
K00526,IX87_18005,0,,abau,
K00526,CbuG_0456,0,,cbg,nrdB
K01129,IX88_15955,0,,abaa,
K03040,IX88_00040,0,,abaa,
K03040,CbuK_0458,0,,cbc,rpoA
K03043,IX88_03665,0,,abaa,rpoB
K03043,CbuK_0424,0,,cbc,rpoB
K03046,IX88_03670,0,,abaa,
K03046,COXBURSA331_A0329,0,,cbs,rpoC
K03060,IX88_00630,0,,abaa,
K03060,CbuK_0499,0,,cbc,rpoZ
K02335,BJAB0715_00656,0,,abab,
K02335,CbuG_0173,0,,cbg,polA
K02337,BJAB0715_01685,0,,abab,
K02337,CbuK_1201,0,,cbc,dnaE
K02338,IX88_02195,0,,abaa,
K02338,CbuK_0002,0,,cbc,
K02343,ABAYE1519,0,,aby,dnaX
K02343,CBUD_0669,0,,cbd,dnaX
K02340,IX88_04890,0,,abaa,
K02340,CbuG_1440,0,,cbg,holA
K02341,A1S_1558,0,,acb,
K02341,CbuK_1358,0,,cbc,holB
K02342,CbuK_0515,0,,cbc,dnaQ
K14159,ABZJ_01243,0,,abz,
K02339,IX88_03370,0,,abaa,
K01139,CBU_0303,0,,cbu,spoT
K01524,BJAB0868_00664,0,,abaj,
K00951,IX88_05100,0,,abaa,
K01768,ABAYE2027,0,,aby,
K01939,CbuK_0844,0,,cbc,purA
K01939,PSEEN4938,0,,pen,purA
K01939,IX88_07970,0,,abaa,
K01488,ABZJ_00693,0,,abz,
K21053,ABD1_11130,0,,abad,add
K00939,CbuK_1404,0,,cbc,adk
K00939,ABTW07_1113,0,,abd,
K00962,NJ69_00340,0,,ppv,
K00962,IX88_04100,0,,abaa,
K00962,CbuK_0720,0,,cbc,pnp
K03651,IX88_03475,0,,abaa,
K01525,IX88_17925,0,,abaa,
K01525,CBUD_2085,0,,cbd,apaH
K00956,IX87_00510,0,,abau,cysN
K00957,IX88_07020,0,,abaa,
K16839,ABD1_32520,0,,abad,
K07127,BJAB0868_03599,0,,abaj,
K16840,ABAYE0133,0,,aby,
K16841,P795_9980,0,,abaz,
K16842,ABK1_3600,0,,abx,
K01477,ABZJ_03746,0,,abz,
K01483,ABD1_32540,0,,abad,allA
K01428,BDGL_000296,0,,acc,ureC
K01429,IX87_00440,0,,abau,
K01430,IX88_07080,0,,abaa,ureA
K01955,IX88_16605,0,,abaa,carB
K01955,COXBURSA331_A1430,0,,cbs,carB
K01956,BJAB0715_03062,0,,abab,
K01956,CBUD_1371,0,,cbd,carA
K00609,IX88_08035,0,,abaa,
K00609,CBUD_2195,0,,cbd,pyrB
K01465,IX88_07370,0,,abaa,
K01465,CbuK_0309,0,,cbc,pyrC
K00254,IX88_13935,0,,abaa,
K00254,CbuK_0868,0,,cbc,pyrD
K00762,IX88_01485,0,,abaa,pyrE
K00762,CbuK_0493,0,,cbc,pyrE
K01591,IX88_09895,0,,abaa,
K01591,CbuK_1305,0,,cbc,pyrF
K09903,IX88_12095,0,,abaa,
K09903,CBUD_0610,0,,cbd,pyrH
K00940,CBUD_1342,0,,cbd,ndk
K00940,BJAB0715_00538,0,,abab,
K00962,NJ69_00340,0,,ppv,
K00962,IX88_04100,0,,abaa,
K00962,CbuK_0720,0,,cbc,pnp
K01937,CbuK_0329,0,,cbc,pyrG
K01937,BJAB0715_02155,0,,abab,
K00945,ABD1_15800,0,,abad,cmk
K00945,CbuG_1467,0,,cbg,cmk
K03040,IX88_00040,0,,abaa,
K03040,CbuK_0458,0,,cbc,rpoA
K03043,IX88_03665,0,,abaa,rpoB
K03043,CbuK_0424,0,,cbc,rpoB
K03046,IX88_03670,0,,abaa,
K03046,COXBURSA331_A0329,0,,cbs,rpoC
K03060,IX88_00630,0,,abaa,
K03060,CbuK_0499,0,,cbc,rpoZ
K02335,BJAB0715_00656,0,,abab,
K02335,CbuG_0173,0,,cbg,polA
K02337,BJAB0715_01685,0,,abab,
K02337,CbuK_1201,0,,cbc,dnaE
K02338,IX88_02195,0,,abaa,
K02338,CbuK_0002,0,,cbc,
K02343,ABAYE1519,0,,aby,dnaX
K02343,CBUD_0669,0,,cbd,dnaX
K02340,IX88_04890,0,,abaa,
K02340,CbuG_1440,0,,cbg,holA
K02341,A1S_1558,0,,acb,
K02341,CbuK_1358,0,,cbc,holB
K02342,CbuK_0515,0,,cbc,dnaQ
K14159,ABZJ_01243,0,,abz,
K02339,IX88_03370,0,,abaa,
K01494,CbuK_0323,0,,cbc,dcd
K01494,IX88_05915,0,,abaa,dcd
K01081,IX87_19710,0,,abau,
K03787,IX88_15360,0,,abaa,
K03787,CbuK_0339,0,,cbc,surE
K20881,IX88_12015,0,,abaa,
K00761,IX88_05805,0,,abaa,upp
K09018,BDGL_002277,0,,acc,rutA
K09024,IX88_05640,0,,abaa,
K09024,BDGL_002280,0,,acc,rutF
K09020,BDGL_002278,0,,acc,rutB
K09021,BDGL_002279,0,,acc,
K09023,BDGL_002275,0,,acc,rutD
K16066,IX88_15770,0,,abaa,
K09019,BDGL_002276,0,,acc,rutE
K00384,BJAB0715_00861,0,,abab,
K00384,CbuK_1057,0,,cbc,trxB
K00525,BJAB0715_00738,0,,abab,
K00525,CbuK_1780,0,,cbc,nrdA
K00526,IX87_18005,0,,abau,
K00526,CbuG_0456,0,,cbg,nrdB
K01520,IX88_06405,0,,abaa,
K01520,CbuK_0490,0,,cbc,dut
K01520,Anae109_1147,0,,afw,
K00560,BJAB0868_00517,0,,abaj,
K00560,CBUD_0442,0,,cbd,thyA
K00943,COXBURSA331_A0608,0,,cbs,tmk
K00943,BJAB0715_02933,0,,abab,
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K00278,CBUD_2006,0,,cbd,nadB
K00278,BJAB0715_02931,0,,abab,
K01779,ABBFA_001264,0,,abb,
K01424,IX88_04415,0,,abaa,
K05597,IX88_09280,0,,abaa,
K14260,ABD1_14660,0,,abad,
K00259,CbuG_0893,0,,cbg,ald
K01744,IX88_10575,0,,abaa,aspA
K01940,ACICU_01105,0,,abc,
K01755,BJAB0715_00306,0,,abab,
K01939,CbuK_0844,0,,cbc,purA
K01939,PSEEN4938,0,,pen,purA
K01939,IX88_07970,0,,abaa,
K01756,CbuK_0692,0,,cbc,purB
K01756,IX88_15400,0,,abaa,
K00609,IX88_08035,0,,abaa,
K00609,CBUD_2195,0,,cbd,pyrB
K00823,ABBFA_000200,0,,abb,gabT
K00264,CIMG_02486,0,,cim,
K00265,IX88_00695,0,,abaa,gltB
K00266,IX88_00690,0,,abaa,
K15371,CbuG_0784,0,,cbg,
K00261,IX88_00440,0,,abaa,
K00262,M3Q_1324,0,,abh,
K13821,ABD1_15360,0,,abad,putA
K13821,CbuK_1626,0,,cbc,putA
K01915,BJAB0715_02756,0,,abab,
K01955,IX88_16605,0,,abaa,carB
K01955,COXBURSA331_A1430,0,,cbs,carB
K01956,BJAB0715_03062,0,,abab,
K01956,CBUD_1371,0,,cbd,carA
K01425,BDGL_000240,0,,acc,glsA
K00820,COXBURSA331_A1985,0,,cbs,glmS
K00820,BJAB0868_03644,0,,abaj,
K00764,CBUD_0961,0,,cbd,purF
K00764,BJAB0715_02648,0,,abab,
K00928,IX88_07950,0,,abaa,
K00928,CbuK_0787,0,,cbc,lysC
K00133,IX88_04430,0,,abaa,
K00133,CbuK_0742,0,,cbc,asd
K00003,ACICU_00262,0,,abc,
K02204,ABSDF0228,0,,abm,
K02203,IX88_17040,0,,abaa,
K01733,IX88_03420,0,,abaa,
K00600,CbuK_1492,0,,cbc,glyA
K00600,IX88_14520,0,,abaa,glyA
K00865,BJAB0868_02858,0,,abaj,
K15633,IX88_03390,0,,abaa,
K15633,CbuK_1762,0,,cbc,gpmI
K00058,IX88_00525,0,,abaa,
K00831,ABAYE0877,0,,aby,serC
K00831,CbuG_1469,0,,cbg,serC
K01079,IX88_01740,0,,abaa,
K16066,IX88_15770,0,,abaa,
K00639,CBUD_1996,0,,cbd,kbl
K00060,CbuK_1939,0,,cbc,tdh
K00276,ABAYE1710,0,,aby,tynA
K00282,CbuK_0294,0,,cbc,gvcPA
K00283,CbuK_0295,0,,cbc,gvcPB
K00605,CbuK_0292,0,,cbc,gvcT
K00382,CBUD_1612,0,,cbd,lpdA
K00382,ABSDF0493,0,,abm,lpd
K00382,ABD1_16950,0,,abad,lpd
K02437,IX88_09675,0,,abaa,
K02437,CbuK_0293,0,,cbc,gvcH
K08688,p3ABAYE0029,0,,aby,
K17103,IX88_18045,0,,abaa,
K17103,CbuG_1919,0,,cbg,ppsC
K00108,ABD1_08790,0,,abad,betA
K00130,M3Q_1226,0,,abh,
K01752,CBUD_1902,0,,cbd,sdaA
K01752,BJAB0715_01517,0,,abab,
K01752,IX87_03780,0,,abau,
K01754,IX88_11755,0,,abaa,
K01753,ABAYE2819,0,,aby,dsdA
K01695,IX88_17525,0,,abaa,
K01696,IX88_17550,0,,abaa,
K06001,IX88_10420,0,,abaa,
K00836,IX88_15465,0,,abaa,
K13745,ABD1_24400,0,,abad,ddc
K00640,ACICU_01447,0,,abc,
K01738,IX88_03185,0,,abaa,
K12339,IX88_05085,0,,abaa,
K01760,P795_2000,0,,abaz,
K00548,BJAB0715_01082,0,,abab,
K00549,P795_14045,0,,abaz,
K00789,CbuG_2040,0,,cbg,metK
K00789,IX88_09605,0,,abaa,
K01243,P795_13780,0,,abaz,
K01243,IX88_02435,0,,abaa,
K12960,CbuG_1474,0,,cbg,
K00832,BJAB0868_00117,0,,abaj,
K00558,CLB_2465,0,,cba,
K01251,CBUD_2132,0,,cbd,ahcY
K01251,IX87_08045,0,,abau,
K00928,IX88_07950,0,,abaa,
K00928,CbuK_0787,0,,cbc,lysC
K00133,IX88_04430,0,,abaa,
K00133,CbuK_0742,0,,cbc,asd
K00003,ACICU_00262,0,,abc,
K00641,PPUBIRD1_4886,0,,ppb,metX
K00641,ABD1_04440,0,,abad,metX
K01740,ABD1_31050,0,,abad,metY
K10764,ABBFA_001815,0,,abb,metZ
K00826,CbuK_1649,0,,cbc,
K00826,BJAB0715_03307,0,,abab,
K01919,IX87_13900,0,,abau,
K01919,CBUD_0105,0,,cbd,gshA
K01920,CbuK_0175,0,,cbc,gshB
K01920,ABZJ_03727,0,,abz,
K00812,IX88_15745,0,,abaa,
K00812,CbuK_1319,0,,cbc,aspC
K01011,IX88_01715,0,,abaa,
K00024,IX88_18070,0,,abaa,
K00024,CbuK_1102,0,,cbc,mdh
K17950,AOLE_12720,0,,acd,
K01752,CBUD_1902,0,,cbd,sdaA
K01752,BJAB0715_01517,0,,abab,
K01752,IX87_03780,0,,abau,
K00826,CbuK_1649,0,,cbc,
K00826,BJAB0715_03307,0,,abab,
K00263,CbuK_1615,0,,cbc,
K00382,CBUD_1612,0,,cbd,lpdA
K00382,ABSDF0493,0,,abm,lpd
K00382,ABD1_16950,0,,abad,lpd
K00253,COXBURSA331_A0966,0,,cbs,
K00253,IX88_08815,0,,abaa,
K01692,P795_10680,0,,abaz,
K01825,BJAB0715_00348,0,,abab,
